"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"67086","SOWK-637","SOWK","735","3","3","Assessing Wellness to Improve Recovery in Integrated Care","C","","Y","07:00:00","08:15:00","T","8","A","Dunn, Shannon, Denise","VAC","8","Assessing and promoting wellness and recovery, interacting systems of mind, brain, and body.  Evidence-based integrated care interventions in a new era of health care reform.","SOWK","20201"
"67087","SOWK-637","SOWK","735","3","3","Assessing Wellness to Improve Recovery in Integrated Care","C","","Y","08:45:00","10:00:00","T","12","A","Dunn, Shannon, Denise","VAC","12","Assessing and promoting wellness and recovery, interacting systems of mind, brain, and body.  Evidence-based integrated care interventions in a new era of health care reform.","SOWK","20201"
"67088","SOWK-637","SOWK","735","3","3","Assessing Wellness to Improve Recovery in Integrated Care","C","","Y","16:45:00","18:00:00","W","10","A","Joosten-Hagye, Dawn","VAC","10","Assessing and promoting wellness and recovery, interacting systems of mind, brain, and body.  Evidence-based integrated care interventions in a new era of health care reform.","SOWK","20201"
"67089","SOWK-637","SOWK","735","3","3","Assessing Wellness to Improve Recovery in Integrated Care","C","","Y","18:30:00","19:45:00","W","9","A","Joosten-Hagye, Dawn","VAC","9","Assessing and promoting wellness and recovery, interacting systems of mind, brain, and body.  Evidence-based integrated care interventions in a new era of health care reform.","SOWK","20201"
"67090","SOWK-637","SOWK","735","3","3","Assessing Wellness to Improve Recovery in Integrated Care","C","","Y","07:00:00","08:15:00","H","10","A","Dunn, Shannon, Denise","VAC","10","Assessing and promoting wellness and recovery, interacting systems of mind, brain, and body.  Evidence-based integrated care interventions in a new era of health care reform.","SOWK","20201"
"67091","SOWK-637","SOWK","735","3","3","Assessing Wellness to Improve Recovery in Integrated Care","C","","Y","08:45:00","10:00:00","H","9","A","Dunn, Shannon, Denise","VAC","9","Assessing and promoting wellness and recovery, interacting systems of mind, brain, and body.  Evidence-based integrated care interventions in a new era of health care reform.","SOWK","20201"
"67092","SOWK-638","SOWK","735","3","3","Policy in Integrated Care","C","","Y","16:00:00","17:15:00","M","10","A","Bikson, Karra","VAC","10","Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK","SOWK","20201"
"67093","SOWK-638","SOWK","735","3","3","Policy in Integrated Care","C","","Y","17:45:00","19:00:00","M","10","A","Bikson, Karra","VAC","10","Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK","SOWK","20201"
"67094","SOWK-638","SOWK","735","3","3","Policy in Integrated Care","C","","Y","16:00:00","17:15:00","T","10","A","Bikson, Karra","VAC","10","Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK","SOWK","20201"
"67095","SOWK-638","SOWK","735","3","3","Policy in Integrated Care","C","","Y","17:45:00","19:00:00","T","11","A","Bikson, Karra","VAC","11","Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK","SOWK","20201"
"67096","SOWK-638","SOWK","735","3","3","Policy in Integrated Care","C","","Y","16:45:00","18:00:00","W","7","A","Gallego, Susan","VAC","7","Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK","SOWK","20201"
"67097","SOWK-638","SOWK","735","3","3","Policy in Integrated Care","C","","Y","18:30:00","19:45:00","W","8","A","Gallego, Susan","VAC","8","Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK","SOWK","20201"
"67098","SOWK-638","SOWK","735","3","3","Policy in Integrated Care","C","","Y","07:00:00","08:15:00","H","9","A","Bikson, Karra","VAC","9","Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK","SOWK","20201"
"67099","SOWK-638","SOWK","735","3","3","Policy in Integrated Care","C","","Y","08:45:00","10:00:00","H","11","A","Bikson, Karra","VAC","11","Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK","SOWK","20201"
"67100","SOWK-629","SOWK","735","3","3","Research and Evaluation for Community, Organization and Busi","C","","Y","16:00:00","17:15:00","T","11","A","Schwartz, Sara, Laura","VAC","11","Research/evaluation skills and critical analysis of data information systems to inform decision making to improve effectiveness of social work practice in community, organizations a","SOWK","20201"
"67101","SOWK-629","SOWK","735","3","3","Research and Evaluation for Community, Organization and Busi","C","","Y","17:45:00","19:00:00","T","10","A","Schwartz, Sara, Laura","VAC","10","Research/evaluation skills and critical analysis of data information systems to inform decision making to improve effectiveness of social work practice in community, organizations a","SOWK","20201"
"67102","SOWK-648","SOWK","735","3","3","Management and Organizational Development for Social Workers","C","","Y","16:00:00","17:15:00","T","10","A","White, Ruth, C","VAC","10","Methods and principles of management focusing on health and human service organizations, including strategic management, financial analysis, and innovative project development in so","SOWK","20201"
"67103","SOWK-648","SOWK","735","3","3","Management and Organizational Development for Social Workers","C","","Y","17:45:00","19:00:00","T","11","A","White, Ruth, C","VAC","11","Methods and principles of management focusing on health and human service organizations, including strategic management, financial analysis, and innovative project development in so","SOWK","20201"
"67104","SOWK-672","SOWK","735","3","3","Social Work and Business Settings","C","","Y","16:00:00","17:15:00","W","9","A","Younger, Beverly","VAC","9","Examining the roles social workers play in business, how their skills integrate and support business practice, and how the profession can impact internal/external business environme","SOWK","20201"
"67105","SOWK-672","SOWK","735","3","3","Social Work and Business Settings","C","","Y","17:45:00","19:00:00","W","10","A","Younger, Beverly","VAC","10","Examining the roles social workers play in business, how their skills integrate and support business practice, and how the profession can impact internal/external business environme","SOWK","20201"
"67106","SOWK-630","SOWK","735","3","3","Diversity, Social Justice, and Culturally Competent Social W","C","","Y","16:00:00","17:15:00","M","13","A","Fitzgerald, Terence, Dwight","VAC","13","Introduction to diversity and social justice in the context of social work practice.  Enhance cultural competence by raising awareness of one's own values/assumptions/biases.","SOWK","20201"
"67107","SOWK-630","SOWK","735","3","3","Diversity, Social Justice, and Culturally Competent Social W","C","","Y","17:45:00","19:00:00","M","13","A","Fitzgerald, Terence, Dwight","VAC","13","Introduction to diversity and social justice in the context of social work practice.  Enhance cultural competence by raising awareness of one's own values/assumptions/biases.","SOWK","20201"
"67108","SOWK-630","SOWK","735","3","3","Diversity, Social Justice, and Culturally Competent Social W","C","","Y","07:00:00","08:15:00","T","13","A","Fitzgerald, Terence, Dwight","VAC","13","Introduction to diversity and social justice in the context of social work practice.  Enhance cultural competence by raising awareness of one's own values/assumptions/biases.","SOWK","20201"
"67109","SOWK-630","SOWK","735","3","3","Diversity, Social Justice, and Culturally Competent Social W","C","","Y","08:45:00","10:00:00","T","12","A","Fitzgerald, Terence, Dwight","VAC","12","Introduction to diversity and social justice in the context of social work practice.  Enhance cultural competence by raising awareness of one's own values/assumptions/biases.","SOWK","20201"
"67110","SOWK-630","SOWK","735","3","3","Diversity, Social Justice, and Culturally Competent Social W","C","","Y","16:00:00","17:15:00","H","12","A","Hoang, Trang, Thi","VAC","12","Introduction to diversity and social justice in the context of social work practice.  Enhance cultural competence by raising awareness of one's own values/assumptions/biases.","SOWK","20201"
"67111","SOWK-630","SOWK","735","3","3","Diversity, Social Justice, and Culturally Competent Social W","C","","Y","17:45:00","19:00:00","H","12","A","Hoang, Trang, Thi","VAC","12","Introduction to diversity and social justice in the context of social work practice.  Enhance cultural competence by raising awareness of one's own values/assumptions/biases.","SOWK","20201"
"67112","SOWK-630","SOWK","735","3","3","Diversity, Social Justice, and Culturally Competent Social W","C","","Y","07:00:00","08:15:00","F","13","A","Parker Dominguez, Tyan","VAC","13","Introduction to diversity and social justice in the context of social work practice.  Enhance cultural competence by raising awareness of one's own values/assumptions/biases.","SOWK","20201"
"67113","SOWK-630","SOWK","735","3","3","Diversity, Social Justice, and Culturally Competent Social W","C","","Y","08:45:00","10:00:00","F","11","A","Parker Dominguez, Tyan","VAC","11","Introduction to diversity and social justice in the context of social work practice.  Enhance cultural competence by raising awareness of one's own values/assumptions/biases.","SOWK","20201"
"67114","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","07:00:00","08:15:00","M","10","A","Davis, Jill","VAC","10","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67115","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","08:45:00","10:00:00","M","12","A","Davis, Jill","VAC","12","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67116","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","10:15:00","11:30:00","T","12","A","Cardinal, Laura","VAC","12","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67117","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","12:00:00","13:15:00","T","12","A","Cardinal, Laura","VAC","12","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67118","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","16:00:00","17:15:00","W","9","A","Williams Brooks, Jacquelyn","VAC","9","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67119","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","17:45:00","19:00:00","W","11","A","Fietsam, Tina, Carol","VAC","11","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67120","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","10:15:00","11:30:00","H","12","A","Green, Karen","VAC","12","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67121","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","12:00:00","13:15:00","H","11","A","Fietsam, Tina, Carol","VAC","11","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67122","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","16:00:00","17:15:00","H","11","A","Heit, Louis","VAC","11","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67123","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","17:45:00","19:00:00","H","10","A","Heit, Louis","VAC","10","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67124","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","07:00:00","08:15:00","F","11","A","Tinsley, Karen","VAC","11","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67125","SOWK-588","SOWK","735","2","2","Integrative Learning for Social Work Practice","C","","Y","08:45:00","10:00:00","F","11","A","Tinsley, Karen","VAC","11","Integrative learning organized as a small group educational environment that incorporates field experiences, case vignettes, and dialogical inquiry through a Problem Based Learning","SOWK","20201"
"67126","SOWK-589B","SOWK","735","3","3","Applied Learning in Field Education","C","","Y","","","","23","A","Davis, Jill","VAC","23","Supervised field education where students learn to apply coursework concepts while practicing in a field setting that aligns with students academic department. Concurrent enrollment","SOWK","20201"
"67127","SOWK-589B","SOWK","735","3","3","Applied Learning in Field Education","C","","Y","","","","25","A","Cardinal, Laura","VAC","25","Supervised field education where students learn to apply coursework concepts while practicing in a field setting that aligns with students academic department. Concurrent enrollment","SOWK","20201"
"67128","SOWK-589B","SOWK","735","3","3","Applied Learning in Field Education","C","","Y","","","","10","A","Williams Brooks, Jacquelyn","VAC","10","Supervised field education where students learn to apply coursework concepts while practicing in a field setting that aligns with students academic department. Concurrent enrollment","SOWK","20201"
"67129","SOWK-589B","SOWK","735","3","3","Applied Learning in Field Education","C","","Y","","","","22","A","Fietsam, Tina, Carol","VAC","22","Supervised field education where students learn to apply coursework concepts while practicing in a field setting that aligns with students academic department. Concurrent enrollment","SOWK","20201"
"67130","SOWK-589B","SOWK","735","3","3","Applied Learning in Field Education","C","","Y","","","","21","A","Heit, Louis","VAC","21","Supervised field education where students learn to apply coursework concepts while practicing in a field setting that aligns with students academic department. Concurrent enrollment","SOWK","20201"
"67131","SOWK-589B","SOWK","735","3","3","Applied Learning in Field Education","C","","Y","","","","22","A","Tinsley, Karen","VAC","22","Supervised field education where students learn to apply coursework concepts while practicing in a field setting that aligns with students academic department. Concurrent enrollment","SOWK","20201"
"67132","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","10:15:00","11:30:00","M","11","A","Andujo, Estela","VAC","11","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67133","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","12:00:00","13:15:00","M","9","A","Andujo, Estela","VAC","9","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67134","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","16:00:00","17:15:00","T","11","A","Andujo, Estela","VAC","11","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67135","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","17:45:00","19:00:00","T","11","A","Andujo, Estela","VAC","11","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67136","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","16:00:00","17:15:00","W","12","A","Andujo, Estela","VAC","12","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67137","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","17:45:00","19:00:00","W","10","A","Andujo, Estela","VAC","10","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67138","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","17:45:00","19:00:00","W","8","A","Campbell, Lori","VAC","8","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67139","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","07:00:00","08:15:00","H","13","A","Andujo, Estela","VAC","13","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67140","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","08:45:00","10:00:00","H","12","A","Andujo, Estela","VAC","12","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67141","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","07:00:00","08:15:00","F","13","A","Odette, Aimee, Carol","VAC","13","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67142","SOWK-613","SOWK","735","3","3","Social Work Practice with Children and Families in Early and Middle Childhood","C","","Y","08:45:00","10:00:00","F","12","A","Odette, Aimee, Carol","VAC","12","Provides understanding of the development of problems in early childhood, and skills for engagement, assessment, intervention, and evaluation of effectiveness for treatment of these","SOWK","20201"
"67143","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","10:15:00","11:30:00","M","9","A","Harper, Bianca","VAC","9","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67144","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","12:00:00","13:15:00","M","12","A","Harper, Bianca","VAC","12","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67145","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","16:00:00","17:15:00","T","10","A","Harper, Bianca","VAC","10","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67146","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","17:45:00","19:00:00","T","13","A","Harper, Bianca","VAC","13","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67147","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","16:00:00","17:15:00","W","10","A","Harper, Bianca","VAC","10","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67148","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","17:45:00","19:00:00","W","12","A","Harper, Bianca","VAC","12","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67149","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","07:00:00","08:15:00","H","13","A","Darby, Azure","VAC","13","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67150","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","08:45:00","10:00:00","H","11","A","Darby, Azure","VAC","11","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67151","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","08:45:00","10:00:00","H","13","A","Winsett, Victoria","VAC","13","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67152","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","08:00:00","09:15:00","S","12","A","Darby, Azure","VAC","12","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67153","SOWK-621","SOWK","735","3","3","Social Work Practice with Adolescents, Young Adults and their Families","C","","Y","09:45:00","11:00:00","S","10","A","Darby, Azure","VAC","10","Intervention with adolescents, young adults and addressing their developmental problems, challenges and solutions. Engagement and evidence based intervention in working with youth w","SOWK","20201"
"67154","SOWK-639","SOWK","735","3","3","Policy Advocacy and Social Change","C","","Y","16:00:00","17:15:00","T","13","A","Newmyer, Richard","VAC","13","Analysis of efforts to improve local human services organizations and agencies with consideration of political, social, demographic and organization contexts. Prerequisite: SOWK 506","SOWK","20201"
"67155","SOWK-639","SOWK","735","3","3","Policy Advocacy and Social Change","C","","Y","17:45:00","19:00:00","T","13","A","Newmyer, Richard","VAC","13","Analysis of efforts to improve local human services organizations and agencies with consideration of political, social, demographic and organization contexts. Prerequisite: SOWK 506","SOWK","20201"
"67156","SOWK-643","SOWK","735","3","3","Social Work Practice in Integrated Care Settingss","C","","Y","16:45:00","18:00:00","M","12","A","Katz, Anne, D","VAC","12","Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families an","SOWK","20201"
"67157","SOWK-643","SOWK","735","3","3","Social Work Practice in Integrated Care Settingss","C","","Y","18:30:00","19:45:00","M","11","A","Katz, Anne, D","VAC","11","Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families an","SOWK","20201"
"67158","SOWK-643","SOWK","735","3","3","Social Work Practice in Integrated Care Settingss","C","","Y","07:00:00","08:15:00","T","13","A","Stone, Fred","VAC","13","Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families an","SOWK","20201"
"67159","SOWK-643","SOWK","735","3","3","Social Work Practice in Integrated Care Settingss","C","","Y","08:45:00","10:00:00","T","11","A","Stone, Fred","VAC","11","Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families an","SOWK","20201"
"67160","SOWK-643","SOWK","735","3","3","Social Work Practice in Integrated Care Settingss","C","","Y","10:15:00","11:30:00","W","7","A","Stone, Fred","VAC","7","Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families an","SOWK","20201"
"67161","SOWK-643","SOWK","735","3","3","Social Work Practice in Integrated Care Settingss","C","","Y","12:00:00","13:15:00","W","10","A","Stone, Fred","VAC","10","Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families an","SOWK","20201"
"67162","SOWK-643","SOWK","735","3","3","Social Work Practice in Integrated Care Settingss","C","","Y","08:00:00","09:15:00","S","7","A","Stone, Fred","VAC","7","Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families an","SOWK","20201"
"67163","SOWK-643","SOWK","735","3","3","Social Work Practice in Integrated Care Settingss","C","","Y","09:45:00","11:00:00","S","9","A","Stone, Fred","VAC","9","Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families an","SOWK","20201"
"67164","SOWK-644","SOWK","735","3","3","Explanatory Theories of Health and Mental Health","C","","Y","16:45:00","18:00:00","M","12","A","Formigoni, Marco","VAC","12","Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: S","SOWK","20201"
"67165","SOWK-644","SOWK","735","3","3","Explanatory Theories of Health and Mental Health","C","","Y","18:30:00","19:45:00","M","13","A","Formigoni, Marco","VAC","13","Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: S","SOWK","20201"
"67166","SOWK-644","SOWK","735","3","3","Explanatory Theories of Health and Mental Health","C","","Y","07:00:00","08:15:00","T","9","A","Abel, Eileen, Mazur","VAC","9","Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: S","SOWK","20201"
"67167","SOWK-644","SOWK","735","3","3","Explanatory Theories of Health and Mental Health","C","","Y","08:45:00","10:00:00","T","12","A","Abel, Eileen, Mazur","VAC","12","Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: S","SOWK","20201"
"67168","SOWK-644","SOWK","735","3","3","Explanatory Theories of Health and Mental Health","C","","Y","10:15:00","11:30:00","W","7","A","Abel, Eileen, Mazur","VAC","7","Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: S","SOWK","20201"
"67169","SOWK-644","SOWK","735","3","3","Explanatory Theories of Health and Mental Health","C","","Y","12:00:00","13:15:00","W","10","A","Abel, Eileen, Mazur","VAC","10","Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: S","SOWK","20201"
"67170","SOWK-644","SOWK","735","3","3","Explanatory Theories of Health and Mental Health","C","","Y","08:45:00","10:00:00","F","8","A","Formigoni, Marco","VAC","8","Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: S","SOWK","20201"
"67171","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","07:00:00","08:15:00","M","9","A","Brown, Danielle","VAC","9","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67172","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","08:45:00","10:00:00","M","12","A","Brown, Danielle","VAC","12","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67173","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","10:15:00","11:30:00","M","9","A","Scott, Char","VAC","9","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67174","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","12:00:00","13:15:00","M","7","A","Scott, Char","VAC","7","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67175","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","16:00:00","17:15:00","M","10","A","Heit, Louis","VAC","10","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67176","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","17:45:00","19:00:00","M","12","A","Baron, Mary","VAC","12","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67177","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","07:00:00","08:15:00","T","11","A","Singh, Melissa","VAC","11","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67178","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","08:45:00","10:00:00","T","10","A","Singh, Melissa","VAC","10","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67179","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","10:15:00","11:30:00","T","10","A","Morris, Brittani","VAC","10","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67180","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","12:00:00","13:15:00","T","9","A","Morris, Brittani","VAC","9","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67181","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","16:00:00","17:15:00","W","11","A","Hess, Susan","VAC","11","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
"67182","SOWK-698A","SOWK","735","1","1","Integrative Learning for Advanced Social Work Practice","C","","Y","17:45:00","19:00:00","W","11","A","Hess, Susan","VAC","11","Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.","SOWK","20201"
