"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"10","MED-100","MED","3","16","16","First Year Medicine","C","","Y","","","","188","","Ben-Ari, Ron;Nash, Kevin","OFFICE","188","FOR REGISTRATION AND FEE PURPOSES ONLY.","MED","20201"
"10104","ALI-225","LAS","1","2","2","Academic and Professional Writing Skills I","C","","N","09:30:00","10:50:00","TH","0","","Briesch Sumner, Kimberley","OFFICE","0","Required for international students whose writing skills are assessed to be at the low intermediate level by the International Student English Examination (ISE) or previous ALI cour","ALI","20201"
"10106","ALI-234","LAS","1","2","2","Academic and Professional Speaking Skills II","C","","Y","14:00:00","15:20:00","MW","11","","Murphy, Mary Ann","THH117","11","Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10107","ALI-234","LAS","1","2","2","Academic and Professional Speaking Skills II","C","","Y","14:00:00","15:20:00","MW","10","","Martinez, Olivia, Veronica","VKC202","10","Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10108","ALI-234","LAS","1","2","2","Academic and Professional Speaking Skills II","C","","Y","14:00:00","15:20:00","TH","10","","Martinez, Olivia, Veronica","THH117","10","Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10109","ALI-234","LAS","1","2","2","Academic and Professional Speaking Skills II","C","","N","14:00:00","15:20:00","TH","0","","Murphy, Mary Ann","OFFICE","0","Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10110","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","14:00:00","15:20:00","TH","9","","Martinez, Olivia, Veronica","THH219","9","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10111","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","09:00:00","11:50:00","F","12","","Martinez, Olivia, Veronica","SOSB45","12","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10112","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","11:00:00","12:20:00","TH","11","","Kirkpatrick, Juli, Ann","LVL3B","11","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10113","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","12:30:00","13:50:00","TH","12","","Kirkpatrick, Juli, Ann","LVL3B","12","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10114","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","12:30:00","13:50:00","TH","10","","Briesch Sumner, Kimberley","THH105","10","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10115","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","14:00:00","15:20:00","MW","12","","Kirkpatrick, Juli, Ann","LVL3B","12","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10116","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","Y","14:00:00","15:20:00","TH","12","","Kirkpatrick, Juli, Ann","LVL3B","12","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10117","ALI-235","LAS","1","2","2","Academic and Professional Writing Skills II","C","","N","15:30:00","16:50:00","MW","0","","Briesch Sumner, Kimberley","OFFICE","0","Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10118","ALI-242","LASH","1","2","2","High Intermediate Pronunciation","C","","Y","09:30:00","10:50:00","TH","15","","Griner, Barry, David","SOSB37","15","Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10119","ALI-242","LASH","1","2","2","High Intermediate Pronunciation","C","","N","11:00:00","12:20:00","TH","0","","","OFFICE","0","Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10121","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","N","08:00:00","09:20:00","TH","0","","Jones, Richard","OFFICE","0","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course","ALI","20201"
"10122","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","N","08:00:00","09:20:00","TH","0","","","OFFICE","0","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course","ALI","20201"
"10123","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","Y","08:30:00","09:50:00","MW","12","","Jones, Richard","LVL3B","12","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course","ALI","20201"
"10124","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","N","14:00:00","15:20:00","MW","0","","Briesch Sumner, Kimberley","OFFICE","0","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course","ALI","20201"
"10125","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","Y","11:00:00","12:20:00","TH","11","","Briesch Sumner, Kimberley","THH105","11","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course","ALI","20201"
"10126","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","Y","14:00:00","15:20:00","MW","14","","Briesch Sumner, Kimberley","GFS204","14","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course","ALI","20201"
"10127","ALI-244","LAS","1","2","2","Academic and Professional Speaking Skills III","C","","Y","14:00:00","15:20:00","TH","12","","Briesch Sumner, Kimberley","THH209","12","Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course","ALI","20201"
"10129","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","N","08:00:00","09:20:00","TH","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10130","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","N","08:30:00","09:50:00","MW","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10131","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","09:00:00","11:50:00","F","11","","Minet-Lucid, Pamela, J","VKC204","11","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10132","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","09:00:00","11:50:00","F","14","","Jones, Richard","THH209","14","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10133","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","09:30:00","10:50:00","TH","15","","Kang, Nina","LVL3B","15","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10134","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","11:00:00","12:20:00","TH","12","","Kang, Nina","THH111","12","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10135","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","12:30:00","13:50:00","TH","12","","Kang, Nina","SOSB45","12","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10136","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","N","14:00:00","15:20:00","MW","0","","Kang, Nina","OFFICE","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10137","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","N","15:30:00","16:50:00","MW","0","","Kang, Nina","OFFICE","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10138","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","Y","15:30:00","16:50:00","MW","8","","Levin, Tracy, Frances","THH117","8","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10139","ALI-245","LAS","1","2","2","Academic and Professional Writing III","C","","N","15:30:00","16:50:00","TH","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI cou","ALI","20201"
"10140","ALI-252","LASH","1","2","2","Advanced Pronunciation","C","","Y","12:30:00","13:50:00","TH","5","","Griner, Barry, David","THH111","5","Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10142","ALI-246","LAS","1","3","3","Intermediate Oral Communication for ITAs","C","","N","10:00:00","11:50:00","TH","0","","","OFFICE","0","Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20201"
"10143","ALI-252","LASH","1","2","2","Advanced Pronunciation","C","","Y","14:00:00","15:20:00","MW","12","","Griner, Barry, David","WPH104","12","Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10144","ALI-252","LASH","1","2","2","Advanced Pronunciation","C","","Y","11:00:00","12:20:00","TH","11","","Tzoytzoyrakos, Anastassia","SOSB43","11","Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10145","ALI-254","LAS","1","2","2","Academic and Professional Speaking Skills IV","C","","Y","14:00:00","15:20:00","TH","7","","Roth, Eric, Hermann","SOSB38","7","Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10146","ALI-254","LAS","1","2","2","Academic and Professional Speaking Skills IV","C","","Y","15:30:00","16:50:00","MW","8","","Roth, Eric, Hermann","LVL3B","8","Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10147","ALI-254","LAS","1","2","2","Academic and Professional Speaking Skills IV","C","","N","17:00:00","18:20:00","TH","0","","","OFFICE","0","Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10148","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","N","09:00:00","11:50:00","F","0","","Roth, Eric, Hermann","OFFICE","0","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10149","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","09:00:00","11:50:00","F","13","","Roth, Eric, Hermann","VKC110","13","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10150","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","Y","15:30:00","16:50:00","TH","6","","Polk, James, Joe","THH209","6","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10151","ALI-255","LAS","1","2","2","Academic and Professional Writing Skills IV","C","","N","17:00:00","18:20:00","TH","0","","","OFFICE","0","Required for international students whose writing skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","ALI","20201"
"10152","ALI-256","LAS","1","3","3","High Intermediate Oral Communication for ITAs","C","","N","12:00:00","13:50:00","TH","0","","","OFFICE","0","Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the high intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20201"
"10153","ALI-256","LAS","1","3","3","High Intermediate Oral Communication for ITAs","C","","Y","14:00:00","15:50:00","TH","8","","Tzoytzoyrakos, Anastassia","SOSB51","8","Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the high intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","ALI","20201"
"10154","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","Y","10:00:00","11:50:00","MW","6","","Clausen, Reka, Azad","THH109","6","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching As","ALI","20201"
"10155","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","Y","10:00:00","11:50:00","TH","9","","Clausen, Reka, Azad","VKC153","9","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching As","ALI","20201"
"10156","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","Y","12:00:00","13:50:00","MW","5","","Tzoytzoyrakos, Anastassia","THH109","5","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching As","ALI","20201"
"10157","ALI-270","LASH","1","3","3","Advanced Oral Communication for ITAs","C","","N","12:00:00","13:50:00","TH","0","","","OFFICE","0","Classroom interaction skills for International Teaching Assistants, with a focus on the language needed to lead discussions and make presentations. Open to International Teaching As","ALI","20201"
"10159","ALI-271","LASH","1","2","2","Language Tutorial for International Teaching Assistants","C","","Y","08:00:00","09:50:00","F","3","","Clausen, Reka, Azad","OFFICE","3","Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20201"
"10160","ALI-271","LASH","1","2","2","Language Tutorial for International Teaching Assistants","C","","Y","14:00:00","15:50:00","F","3","","Aarsen, Lucienne, Louise","OFFICE","3","Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20201"
"10161","ALI-271","LASH","1","2","2","Language Tutorial for International Teaching Assistants","C","","N","16:00:00","17:50:00","F","0","","","OFFICE","0","Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20201"
"10162","ALI-271","LASH","1","2","2","Language Tutorial for International Teaching Assistants","C","","Y","16:00:00","17:50:00","F","3","","Levin, Tracy, Frances","OFFICE","3","Individualized tutorial on the language and oral skills used by International Teaching Assistants in the performance of his or her duties.  Based on observation and feedback.  Open to International Teaching Assistants only.  Graded CR/NC.","ALI","20201"
"10164","ALI-274","LASH","1","2","2","Advanced Academic and Professional Spoken English","C","","N","15:30:00","16:50:00","TH","0","","Levin, Tracy, Frances","OFFICE","0","Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20201"
"10165","ALI-274","LASH","1","2","2","Advanced Academic and Professional Spoken English","C","","Y","14:00:00","15:20:00","MW","10","","Levin, Tracy, Frances","SOSB51","10","Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20201"
"10166","ALI-274","LASH","1","2","2","Advanced Academic and Professional Spoken English","C","","Y","17:00:00","18:20:00","TH","10","","Aarsen, Lucienne, Louise","THH113","10","Required for International Teaching Assistants (ITAs) who, after taking the ITA Oral Interview Exam, are determined to need the particular skills taught in this course.","ALI","20201"
"10169","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","Y","14:00:00","16:50:00","F","9","","Polk, James","THH107","9","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishi","ALI","20201"
"10170","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","Y","15:30:00","16:50:00","MW","8","","Murphy, Mary","SOSB51","8","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishi","ALI","20201"
"10171","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","Y","16:00:00","17:20:00","MW","8","","Murphy, Mary Ann","THH115","8","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishi","ALI","20201"
"10172","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","Y","16:00:00","17:20:00","TH","8","","Jones, Richard","VKC100","8","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishi","ALI","20201"
"10173","ALI-275","LASH","1","2","2","Writing for Publication and Dissertations","C","","Y","14:00:00","16:50:00","F","8","","Polk, James, Joe","SOSB51","8","Elective course for international graduate students focusing on conventions of advanced academic writing and problems in syntax, vocabulary, and register for writing and/or publishi","ALI","20201"
"10175","ALI-280","LAS","1","2","2","English Skills and Strategies for the Job Search","C","N","N","11:00:00","12:20:00","TH","0","","","OFFICE","0","Elective course for undergraduate and graduate international students. Introduces students to job search skills and strategies while focusing on improving their English. Graded CR/N","ALI","20201"
"10176","ALI-280","LAS","1","2","2","English Skills and Strategies for the Job Search","C","","N","17:00:00","18:20:00","MW","0","","","OFFICE","0","Elective course for undergraduate and graduate international students. Introduces students to job search skills and strategies while focusing on improving their English. Graded CR/N","ALI","20201"
"10200","ACAD-174","ACAD","1","2","2","Innovators Forum","C","","Y","17:00:00","19:50:00","M","29","","Thomas, Doug, Edward","IYH212/213","29","Leaders in diverse disciplines, industries, and the arts present and discuss problems facing society, and critique real-world projects that challenge the concept of innovation.","ACAD","20201"
"10201","ACAD-181","ACAD","1","4","4","Disruptive Innovation","C","","Y","18:00:00","20:20:00","MW","22","","Hansen, Matthew","IYH211","22","Critical approaches to social and cultural changes stemming from disruptive innovations in the arts, science, technology, communications, new media, politics and business. Open only","ACAD","20201"
"10202","ACAD-176","ACAD","1","4","4","Rapid Visualization","C","","Y","14:00:00","16:50:00","MW","27","","Child, Stephen, C.","IYH107","27","Techniques, methods, concepts, tools, and materials that are used to quickly visualize and communicate ideas and develop problem-solving skills.","ACAD","20201"
"10203","ACAD-180","ACAD","1","2","2","Digital Toolbox: Sound and Audio","C","","N","09:00:00","11:50:00","H","0","","","","0","An eight-week course covering the basics of industry-standard hardware and software used for designing, creating, processing, and distributing sound and audio.","ACAD","20201"
"10204","ACAD-178","ACAD","1","2","2","Digital Toolbox: Motion Graphics","C","","N","09:00:00","11:50:00","T","0","","Siegel, Aaron","","0","Eight-week course covering the basics of industry standard software for motion graphics, visual effects, animation design, generative art, and interactive visual experiences.","ACAD","20201"
"10206","ACAD-307","ACAD","1","4","4","Multimedia for Designers and Entrepreneurs II","C","","Y","17:00:00","19:50:00","MW","4","","Becker, Carsten","IYH107","4","Designing effective and compelling multimedia experiences, including through the application of intermediate tools and techniques related to state-of-the-art creative hardware and s","ACAD","20201"
"10207","ACAD-499","ACAD","1","2","2","Special Topics","C","","Y","17:00:00","18:50:00","H","3","","Chatterjee, Samir","IYH213","3","Comprehensive exploration of particular aspects of art, technology and the business of innovation.","ACAD","20201"
"10208","ACAD-182","ACAD","1","4","4","Case Studies in Innovation","C","","Y","09:30:00","11:50:00","MW","29","","More, Phil","IYH211","29","Employing a case-study methodology, students analyze the artistic, technological, and entrepreneurial factors and address the conceptual, ethical, and logistical issues that lead to","ACAD","20201"
"10209","ACAD-275","ACAD","1","4","4","Dev I","C","","Y","14:00:00","16:50:00","TH","28","","Dent, Patrick, H","IYH210","28","Web page design and creation, web objects, scripting and interactivity. Includes developing skills to design and build interactive websites.","ACAD","20201"
"10210","ACAD-499","ACAD","1","2","2","Special Topics","C","","Y","17:30:00","19:20:00","W","15","","Overing, Michael","IYH212","15","Comprehensive exploration of particular aspects of art, technology and the business of innovation.","ACAD","20201"
"10211","ACAD-499","ACAD","1","4","4","Special Topics","C","","Y","10:00:00","11:50:00","TH","11","","Crowley, Michael, Gregory","IYH212","11","Comprehensive exploration of particular aspects of art, technology and the business of innovation.","ACAD","20201"
"10212","ACAD-350","ACAD","1","2","2","International Experience","C","","N","","","","0","","","","0","International study tour providing in-depth and field-based knowledge in design, technology and/or business. Sites selected from the worlds most exciting established and emerging in","ACAD","20201"
"10213","ACAD-180","ACAD","508","2","2","Digital Toolbox: Sound and Audio","C","","Y","09:00:00","11:50:00","TH","32","","Jones, Wayne","IYH210","32","An eight-week course covering the basics of industry-standard hardware and software used for designing, creating, processing, and distributing sound and audio.","ACAD","20201"
"10214","ACAD-360","ACAD","1","4","4","Design Consulting: Problem Solving for Organizations","C","","Y","10:00:00","11:50:00","MW","27","","Manos, Matthew","IYH210","27","A professional, collaborative and multidisciplinary consulting approach to diagnosing problems and applying design-based solutions on behalf of organizations.","ACAD","20201"
"10215","ACAD-178","ACAD","648","2","2","Digital Toolbox: Motion Graphics","C","","Y","08:00:00","09:50:00","MW","34","","Siegel, Aaron","IYH210","34","Eight-week course covering the basics of industry standard software for motion graphics, visual effects, animation design, generative art, and interactive visual experiences.","ACAD","20201"
"10217","ACAD-419","ACAD","1","2","2","Professional Internship","C","","Y","","","","3","","Dent, Patrick, H","OFFICE","3","An experiential/academic opportunity in an arts, technology and business related facility. Written analysis, evaluation, and working internship.","ACAD","20201"
"10219","ACAD-475B","ACAD","1","8","8","The Garage Experience","C","","Y","12:00:00","14:50:00","MW","29","","Manos, Matthew;More, Phil","SKS404","29","Continuation of ACAD 475a. Students refine and perfect outcomes, leading to a pitch/presentation to faculty and industry experts for funding or validation, and critical networking.","ACAD","20201"
"10220","ACAD-490","ACAD","1","1","8","Directed Research","C","","Y","","","","1","","Dent, Patrick, H","OFFICE","1","Individual research and readings. Not available for graduate credit.","ACAD","20201"
"10221","ACAD-177","ACAD","1","2","2","Digital Toolbox for Design","C","","Y","17:00:00","19:50:00","W","34","","Benson, Estevan","IYH210","34","Eight-week course covering the basics of industry-standard creative, analytical and presentation software. Applications include design, illustration, presentation and publishing.","ACAD","20201"
"10222","ACAD-240","ACAD","1","4","4","Materials: Denim to Nanotubes","C","","Y","15:00:00","16:50:00","TH","17","","Hughes, Adam","IYH112","17","Covers the fundamentals of materials science and introduce students to the principles of designing with specific materials in mind.","ACAD","20201"
"10223","ACAD-445","FA","1","4","4","Product Design III","C","","N","","","","0","","","OFFICE","0","An understanding of bringing a product to market through the process of determining consumer pain points, competitive analysis, marketability, feasibility, and the supporting busine","ACAD","20201"
"10224","ACAD-376","ACAD","1","4","4","Discerning and Making I: Concept and Feasibility","C","","N","15:00:00","16:50:00","TH","0","","","","0","Practicum through which student teams serve as design strategists for industry collaborators, and learn advanced methods and processes to solve problems in collaborative, field-spec","ACAD","20201"
"10225","ACAD-499","ACAD","552","2","2","Special Topics","C","","Y","","","","6","","Thomas, Doug","OFFICE","6","Comprehensive exploration of particular aspects of art, technology and the business of innovation.","ACAD","20201"
"10226","ACAD-490","ACAD","1","3","3","Directed Research","C","","Y","","","","0","","Manos, Matthew","OFFICE","0","Individual research and readings. Not available for graduate credit.","ACAD","20201"
"10227","ACAD-490","ACAD","1","1","8","Directed Research","C","","Y","","","","0","","Thomas, Doug, Edward","OFFICE","0","Individual research and readings. Not available for graduate credit.","ACAD","20201"
"10228","ACAD-490","ACAD","1","1","8","Directed Research","C","","Y","","","","1","","Wolter, Davina","OFFICE","1","Individual research and readings. Not available for graduate credit.","ACAD","20201"
"10231","ACAD-280","ACAD","1","4","4","Designing for Experiences","C","","Y","14:00:00","16:50:00","MW","28","","Siegel, Aaron","IYH112","28","Designing effective and elegant interfaces and experiences for the ways people interact with data, devices, systems and environments.","ACAD","20201"
"10232","ACAD-245","ACAD","1","4","4","Product Design I","C","","Y","18:00:00","20:50:00","TH","28","","Delgatty, Grant","IYH112","28","An introductory course in learning how to design physical products, including the processes for determining consumer need, market opportunity and competitive product analysis.","ACAD","20201"
"10233","ACAD-309","ACAD","1","4","4","Dreams and Madness: The Art of Japan's Golden Age of Animation","C","","Y","15:30:00","18:50:00","W","92","","Thomas, Doug, Edward","SLH100","92","An in-depth look at the art, politics, and cultural impact of several Japanese filmmakers including Isao Takahata, Hayao Miyazaki, Satoshi Kon, Mamoru Hosoda and Makoto Shinkai.","ACAD","20201"
"10234","ACAD-188","ACAD","1","2","2","Digital Toolbox: Modeling Products I","C","","N","18:00:00","19:50:00","TH","0","","","","0","Tools and techniques specific to CAD design and design improvements, focused on the ideation and development new products.","ACAD","20201"
"10235","ACAD-189","ACAD","1","2","2","Digital Toolbox: Modeling Products II","C","","N","18:00:00","19:50:00","TH","0","","","","0","An investigation of the tools and techniques specific to intermediate CAD design and design improvements, focused on the ideation and development new products.","ACAD","20201"
"10236","ACAD-245","ACAD","1","4","4","Product Design I","C","","N","18:00:00","20:50:00","TH","0","","","SKS404","0","An introductory course in learning how to design physical products, including the processes for determining consumer need, market opportunity and competitive product analysis.","ACAD","20201"
"10237","ACAD-188","ACAD","508","2","2","Digital Toolbox: Modeling Products I","C","","Y","18:00:00","19:50:00","TH","27","","Hughes, Adam","IYH210","27","Tools and techniques specific to CAD design and design improvements, focused on the ideation and development new products.","ACAD","20201"
"10238","ACAD-189","ACAD","648","2","2","Digital Toolbox: Modeling Products II","C","","Y","18:00:00","19:50:00","TH","18","","Hughes, Adam","IYH210","18","An investigation of the tools and techniques specific to intermediate CAD design and design improvements, focused on the ideation and development new products.","ACAD","20201"
"10239","ACAD-324","ACAD","1","4","4","The Practice of Design: Ideation to Innovation","C","","Y","14:00:00","16:50:00","TH","26","","Wolter, Davina","IYH212/213","26","History and application of proven collaborative design processes and methodologies as they relate to ideation and innovation.","ACAD","20201"
"10241","ACAD-491","ACAD","1","1","4","Individual Instruction","C","N","Y","","","","3","","Delgatty, Grant","OFFICE","3","Weekly, individual instruction with an Academy professor for deep exploration and study within an Academy core discipline.","ACAD","20201"
"10242","ACAD-490","ACAD","1","1","8","Directed Research","C","","N","","","","0","A","Dent, Patrick, H","OFFICE","0","Individual research and readings. Not available for graduate credit.","ACAD","20201"
"10243","ACAD-377","ACAD","1","4","4","Discerning and Making II: Creation and Implementation","C","","Y","15:00:00","16:50:00","MW","33","","Manos, Matthew","IYH210","33","Continuation of ACAD 376.","ACAD","20201"
"10244","ACAD-260","ACAD","1","4","4","Introduction to Healthcare Innovation","CL","","Y","14:00:00","15:50:00","TH","7","","Chatterjee, Samir","IYH211","7","Introductions to various health innovations, including pathways, technology, techniques and outcomes. A framework for innovation in healthcare and overview of tools for health innov","ACAD","20201"
"10245","ACAD-490","ACAD","1","1","8","Directed Research","C","","N","","","","0","A","Thomas, Doug","OFFICE","0","Individual research and readings. Not available for graduate credit.","ACAD","20201"
"10248","ACAD-590","ACAD","1","1","3","Directed Research","C","","Y","","","","0","","Crowley, Michael, Gregory","OFFICE","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department.","ACAD","20201"
"10249","ACAD-590","ACAD","1","1","3","Directed Research","C","","Y","","","","0","","Crowley, Michael, Gregory","OFFICE","0","Research leading to graduate degree. Maximum units which may be applied to degree determined by department.","ACAD","20201"
"10311","AMST-101","LASS","1","0","0","Race and Class in Los Angeles","D","Y","Y","10:00:00","10:50:00","F","24","","Alexander, Kadeja","GFS213","24","Analysis of race and the economic, political, gender, and social dimensions of contemporary Los Angeles including topics such as residential segregation, economic inequality, and ci","AMST","20201"
