"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"15322","FBE-405","BUAD","051","4.0","4.0","Behavioral Finance","C","","Y","12:00","15:50","M","1","","Frydman, Cary, D.","TBD","1","Theories and applications of financial decision-making, using insights from psychology and neuroscience. Impact of behavioral biases on market prices. In-class experiments will be conducted.","","FBE","20262"
"15353","FBE-437","BUAD","058","4.0","4.0","Entrepreneurial Finance: Financial Management for Developing Firms","C","","Y","15:00","16:50","TH","4","","Bristow, Duke","TBD","4","Internal financial management of developing firms. Cash flow analysis; capital budgeting; sources of financing; risk analysis; measurement of profits; and mergers and acquisitions.","","FBE","20262"
"15398","FBE-527","GSBA","372","3.0","3.0","Entrepreneurial Finance: Financial Management for Developing Firms","C","","Y","18:00","22:00","T","20","A","Bristow, Duke","ONLINE","20","Internal financial management of developing firms. Cash flow analysis; capital budgeting; sources of financing; risk analysis; measurement of profits; and mergers and acquisitions.","","FBE","20262"
"15470","FBE-588","GSBA","372","3.0","3.0","Real Estate Law and Transactions","C","","Y","18:00","22:00","W","25","A","Fields, Kerry","ONLINE","25","Introduction to legal aspects of real estate. Real property rights; co-ownership; acquiring, financing, and restructuring; leasing; insuring land use and taxation issues; and construction law. Duplicates credit in RED 562.","","FBE","20262"
"15481","FBE-595","GSBA","033","0.5","2.0","Internship in Finance or Business Economics","C","","Y","TBA","TBA","","2","","Shepherd, Shane","OFFICE","2","Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training.) Graded CR/NC.","","FBE","20262"
"15536","GSBA-537","GSBA","711","9.5","9.5","Managing Inside the Firm","C","","Y","18:00","20:00","TH","0","A","","ONLINE","0","Thematic exploration of managerial accounting, employment law, operations management and organizational behavior. Application of analytics and communication to optimize internal operations.","","GSBA","20262"
"15645","GSBA-551","GSBA","864","1.5","1.5","Entrepreneurship and Innovation","C","","Y","18:00","21:00","T","0","","Grossman, Elissa, Beth","JKP210","0","Application of entrepreneurship, entrepreneurial mindset, and entrepreneurial decision-making in varied environments: the startup, the established firm, the family business, and the acquired company. (Duplicates credit in BAEP 549, BAEP 551.)","","GSBA","20262"
"15646","GSBA-551","GSBA","582","1.5","1.5","Entrepreneurship and Innovation","C","","Y","13:00","16:00","S","0","","Grossman, Elissa, Beth","JKP210","0","Application of entrepreneurship, entrepreneurial mindset, and entrepreneurial decision-making in varied environments: the startup, the established firm, the family business, and the acquired company. (Duplicates credit in BAEP 549, BAEP 551.)","","GSBA","20262"
"15653","GSBA-537","GSBA","711","9.5","9.5","Managing Inside the Firm","C","","Y","18:00","20:00","TH","0","A","","ONLINE","0","Thematic exploration of managerial accounting, employment law, operations management and organizational behavior. Application of analytics and communication to optimize internal operations.","","GSBA","20262"
"15684","GSBA-523","GSBA","641","3.0","3.0","Communication for Management","C","","Y","08:00","16:30","F","0","","","JKP204","0","Internal and external communication, research methods; reports for decision making; oral presentations and briefings; strategies to assure communication; field studies. Duplicates credit in GSBA-502, GSBA-542, and the former GSBA-502ab.","","GSBA","20262"
"15708","GSBA-524","GSBA","641","3.0","3.0","Data Science for Business","C","","Y","14:00","16:30","TH","0","","","JKP204","0","Principles of probability theory and classical statistics applied to business decision problems; survey analysis, estimation and prediction methods, evaluation, and control techniques. Duplicates credit in GSBA 506ab, GSBA 516, GSBA 545.","","GSBA","20262"
"15730","GSBA-529","GSBA","641","3.0","3.0","Strategic Formulation for Competitive Advantage","C","","Y","08:00","11:30","MW","0","","","JKP204","0","Analyses of environments and competition, the bases of competitive strategy, strategy models, and the achievement of sustainable competitive advantage. Duplicates Credit in GSBA 519a, GSBA 519b and GSBA 540.","","GSBA","20262"
"15762","GSBA-534","GSBA","581","3.0","3.0","Operations Management","C","","Y","09:00","12:00","S","0","","Bayiz, Murat","JKP210","0","Formulation, modeling, analysis, and optimization of business decision problems; survey of concepts and techniques necessary to manage the operations function of the firm. Recommended preparation: GSBA 506b or GSBA 524 or GSBA 516 or GSBA 545. (Duplicates Credit in GSBA 504ab)","","GSBA","20262"
"15763","GSBA-534","GSBA","778","3.0","3.0","Operations Management","C","","Y","18:00","21:00","H","0","","Bayiz, Murat","JKP210","0","Formulation, modeling, analysis, and optimization of business decision problems; survey of concepts and techniques necessary to manage the operations function of the firm. Recommended preparation: GSBA 506b or GSBA 524 or GSBA 516 or GSBA 545. (Duplicates Credit in GSBA 504ab)","","GSBA","20262"
"15764","GSBA-535","GSBA","711","9.5","9.5","Opportunity Recognition and Implementation","C","","Y","18:00","20:00","MW","0","A","","ONLINE","0","Thematic exploration of entrepreneurship and key aspects of new venture development. Contract law, analytics, negotiations, and communication.","","GSBA","20262"
"15788","GSBA-539","GSBA","711","9.5","9.5","Business Environment and Leadership","C","","Y","18:00","20:00","TH","0","A","","ONLINE","0","Thematic exploration of finance, macroeconomics, international business, corporate strategy, and marketing strategy.","","GSBA","20262"
"15814","GSBA-543","GSBA","641","3.0","3.0","Managerial Perspectives","C","","Y","08:30","11:30","TH","0","","","JKP204","0","Managerial careers, development of critical executive and managerial abilities, and the dynamics of organizational environment and systems as they impact managerial progression and growth. Duplicates credit in GSBA 507, GSBA 522ab, GSBA 532, GSBA 533.","","GSBA","20262"
"15910","GSBA-563","GSBA","628","6.0","6.0","Technology and Information Systems Management","C","","Y","18:00 07:50","20:00 17:30","T S","1","","Bhambri, Arvind;Dasu, Sriram;Luca, Amy, K;Vincent, Larry;Engel, Brigitte, M;Ono, Debra, Takemoto","ONLINE JKP110","1","Impact of technology on organizations; new product development; investment decisions and capital budgeting; decision support systems, expert systems; information technology; organizational design; management of information systems.","","GSBA","20262"
"16095","GSBA-595","GSBA","742","0.5","1.5","Internship in Business","C","","Y","TBA","TBA","","1","A","Abrams, Scott","ONLINE","1","Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.","","GSBA","20262"
"16096","GSBA-595","GSBA","033","0.5","1.5","Internship in Business","C","","Y","TBA","TBA","","0","A","","ONLINE","0","Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.","","GSBA","20262"
"16097","GSBA-595","GSBA","743","0.5","1.5","Internship in Business","C","","Y","TBA","TBA","","1","A","Abrams, Scott","ONLINE","1","Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.","","GSBA","20262"
"16098","GSBA-595","GSBA","744","0.5","1.5","Internship in Business","C","","Y","TBA","TBA","","0","A","Abrams, Scott","ONLINE","0","Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.","","GSBA","20262"
"16099","GSBA-595","GSBA","745","0.5","1.5","Internship in Business","C","","Y","TBA","TBA","","0","A","Abrams, Scott","ONLINE","0","Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training) Graduate business students only. Graded CR/NC.","","GSBA","20262"
"16185","DSO-455","BUAD","431","4.0","4.0","Project Management","C","","Y","13:30 10:00","15:40 12:10","MTW H","0","","Glozman, Vitaly","TBD TBD","0","Topics related to project management in a variety of industries such as real estate projects, new product launch, plant location, etc.","","DSO","20262"
"16186","DSO-482","BUAD","431","4.0","4.0","Supply Chain Management","C","","Y","09:30 09:30","12:10 12:30","MW T","0","","Kabirian, Alireza","TBD TBD","0","Issues in supply chain management. Supply chain performance and dynamics. Tools for planning, control and coordination. Supply chain design and strategy.","","DSO","20262"
"16190","DSO-510","GSBA","175","1.5","1.5","Business Analytics","C","","Y","18:00","21:00","M","50","A","Arnesano, Cosimo","ONLINE","50","Foundational knowledge for business analytics, including strategies, methods, and tools integrated with hands-on skills for defining business analytics for data-driven decision making and innovation.","","DSO","20262"
"16192","DSO-520","GSBA","372","3.0","3.0","Logistics Management","C","","Y","09:00","12:50","S","13","A","Dasgupta, Tathagata","ONLINE","13","Gives students a managerial knowledge of basic logistics concepts and principles. Some topics include management of logistics cost integration, transportation, distribution, and customer service.","","DSO","20262"
"16194","DSO-531","GSBA","415","1.5","1.5","Digital Foundations for Business Innovation","C","","Y","18:00","21:00","M","53","","Lindholm, Inge, Cristie","TBD","53","Developing a strategic perspective on emerging digital innovations shaping consumer-oriented businesses. Topics include artificial intelligence, autonomous vehicles, augmented/virtual reality, post-screen usability and cybersecurity.","","DSO","20262"
"16198","DSO-548","GSBA","372","3.0","3.0","Emerging Technologies in Supply Chain Management","C","","Y","18:00","21:00","W","13","A","Ansari, Arif;Krishnamachari, Bhaskar","ONLINE","13","Insights into the emerging technologies of artificial intelligence, machine learning, Blockchain and the theoretical difficulties and implementation challenges of these technologies.","","DSO","20262"
"16200","DSO-580","GSBA","372","3.0","3.0","Project Management","C","","Y","18:00","21:00","T","54","A","Glozman, Vitaly","ONLINE","54","Applications of systems theory and concepts, matrix organizational structures, PERT/CPM project modeling, and management information systems to the management of complex and critical projects.","","DSO","20262"
"16221","DSO-593","GSBA","415","0.5","4.0","Independent Research in Data Sciences or Operations","C","","Y","TBA","TBA","","0","","","OFFICE","0","Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC.","","DSO","20262"
"16222","DSO-595","GSBA","033","0.5","2.0","Internship in Data Sciences or Operations","C","","Y","TBA","TBA","","0","","","OFFICE","0","Supervised on-the-job business experience in the student's area of interest (Curricular Practical Training). Recommended preparation: completion of required MBA, MSGSCM, or MSBA courses.","","DSO","20262"
"16223","DSO-595","GSBA","415","0.5","2.0","Internship in Data Sciences or Operations","C","","Y","TBA","TBA","","0","","Vyas, Nick","OFFICE","0","Supervised on-the-job business experience in the student's area of interest (Curricular Practical Training). Recommended preparation: completion of required MBA, MSGSCM, or MSBA courses.","","DSO","20262"
"16224","DSO-597","GSBA","033","0.5","5.0","Consulting Project in Data Sciences or Operations","C","","Y","TBA","TBA","","2","","Vyas, Nick","OFFICE","2","Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Open only to graduate business students.","","DSO","20262"
"16225","DSO-597","GSBA","415","0.5","5.0","Consulting Project in Data Sciences or Operations","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Open only to graduate business students.","","DSO","20262"
"16490","MKT-425","BUAD","050","4.0","4.0","Digital Marketing Fundamentals","C","","Y","18:00","19:50","M","18","A","Schiele, Kristen","ASYNC","18","Examine the changing world of the connected consumer. Gain introductory knowledge about consumers online and digital marketing tactics across industries.","","MKT","20262"
"16492","MKT-445","BUAD","058","4.0","4.0","New Product Development and Branding","C","","Y","17:30","19:00","W","7","A","Badame, Diane, Marie","ONLINE","7","Learn how marketers create new brands, products and services. Discuss and examine creative ideation, research and development, brand image management and legal issues in branding.","","MKT","20262"
"16496","MKT-599","GSBA","869","1.5","1.5","Special Topics","C","","Y","13:00","16:00","S","30","A","","ONLINE","30","Examination of current literature and emerging and timely topics in marketing, social marketing, consumerism, macromarketing, marketing of individuals, organizations, and ideas.","Fundamentals of Geographic Information Systems for Marketers","MKT","20262"
"16502","MKT-465","BUAD","378","4.0","4.0","Multicultural Marketing","C","","Y","18:00","19:50","TH","7","A","Turndorf, Ariela, Nerubay","ONLINE","7","Examine how marketers adapt the marketing mix to serve consumers from diverse cultures, considering differing social norms and regulations across the global marketplace.","","MKT","20262"
"16529","MKT-530","GSBA","780","3.0","3.0","New Product Development","C","","Y","13:00","17:00","TH","13","","Badame, Diane, Marie","JKP204","13","Systematic approach to product development and management; processes, techniques, and concepts firms use to develop, test, and introduce products and to manage products over their lifecycle.","","MKT","20262"
"16530","MKT-533","GSBA","372","3.0","3.0","Brand Strategy and Management","C","","N","18:00","22:00","W","0","A","","ONLINE","0","Analyze the behavioral foundations of brands and brand development; explore various marketing tools and tactics for brand development and management.","","MKT","20262"
"16531","MKT-533","GSBA","033","3.0","3.0","Brand Strategy and Management","C","","Y","18:00","21:00","M","20","A","Badame, Diane, Marie","ONLINE","20","Analyze the behavioral foundations of brands and brand development; explore various marketing tools and tactics for brand development and management.","","MKT","20262"
"16554","MKT-590","GSBA","033","1.0","12.0","Directed Research","C","","Y","TBA","TBA","","0","","Siddarth, Sivaramakrishnan","OFFICE","0","Research leading to the master's degree.  Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","MKT","20262"
"16556","MKT-592","GSBA","033","0.5","4.0","Field Research in Marketing","C","","Y","TBA","TBA","","0","","Siddarth, Sivaramakrishnan","OFFICE","0","Individual or team projects studying the marketing practices of an industry, company, government agency, country, geographic region, etc. Proposal, data collection, analyses, and written report. Graded CR/NC.","","MKT","20262"
"16558","MKT-593","GSBA","033","0.5","4.0","Independent Research in Marketing","C","","Y","TBA","TBA","","0","","Siddarth, Sivaramakrishnan","OFFICE","0","Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC.","","MKT","20262"
"16560","MKT-595","GSBA","033","0.5","2.0","Internship in Marketing","C","","Y","TBA","TBA","","0","","Siddarth, Sivaramakrishnan","OFFICE","0","Supervised on-the-job business experience in the field of marketing. (Curricular Practical Training.) Graded CR/NC.","","MKT","20262"
"16565","MKT-596","GSBA","033","0.5","2.0","Research Practicum in Marketing","C","","Y","TBA","TBA","","0","","Siddarth, Sivaramakrishnan","OFFICE","0","Hands-on practical experience working with a Marshall faculty member in the Marketing Department on an ongoing research project. Graded CR/NC.","","MKT","20262"
"16566","MKT-597","GSBA","033","0.5","5.0","Consulting Project in Marketing","C","","Y","TBA","TBA","","0","","Siddarth, Sivaramakrishnan","OFFICE","0","Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Graded CR/NC","","MKT","20262"
"16692","MOR-542","GSBA","372","3.0","3.0","Strategic Issues for Global Business","C","","Y","18:00","22:00","W","16","A","Voigt, Carl, W.","ONLINE","16","Globalization strategies from entry to maturity; alternative approaches from going alone to alliances; strategy implementation issues in different cultures and political systems. Cases, videos and speakers.","","MOR","20262"
"16702","MOR-530","GSBA","372","3.0","3.0","Strategic Leadership in Product Management","C","","Y","18:00","21:50","T","26","A","Ho, Gordon, K","ONLINE","26","Equip students with strategic and managerial skills in product management, focusing on leading cross-functional teams, leveraging technology, and integrating generative AI for innovation.","","MOR","20262"
"16703","MOR-531","GSBA","372","3.0","3.0","Applied Product Management","C","","Y","18:00","22:00","H","32","A","Ho, Gordon, K","ONLINE","32","Hands-on experience managing real products from start to finish. Essential processes and tools to enhance skills and improve professional prospects.","","MOR","20262"
"16717","MOR-588","GSBA","780","3.0","3.0","Corporate Strategy and Competitive Dynamics","C","","Y","08:00","11:30","MWF","29","","","JKP204","29","Central challenges facing executives in multi-business firms; toolkit for analyzing and executing strategic and operational aspects of corporate advantage, M&As; and competitive dynamics.","","MOR","20262"
"16719","MOR-569","GSBA","372","3.0","3.0","Negotiation and Deal-Making","C","","Y","18:00","22:00","M","48","","Bresnahan, Chris","ONLINE","48","Strategies and dynamics of deal-making; practical skills necessary to win in a range of business transactions conducted in domestic and international settings. Cases, role-playing, films and simulations.","","MOR","20262"
"16721","MOR-570","GSBA","372","3.0","3.0","Leading Effective Teams","C","","Y","18:00","22:00","W","30","A","Aponte-Moreno, Marco","ONLINE","30","Analytical and behavioral tools that will enable students to effectively diagnose complex work group dynamics and take action to improve group performance.","","MOR","20262"
"16770","MOR-590","GSBA","033","1.0","12.0","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree.  Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","MOR","20262"
"16772","MOR-592","GSBA","033","0.5","4.0","Field Research in Management and Organization","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual or team projects studying the management practices of an industry, company, government agency, country geographic region, etc. Proposal, data collection, analyses, and written report. Graded CR/NC.","","MOR","20262"
"16774","MOR-593","GSBA","033","0.5","4.0","Independent Research in Management and Organization","C","","Y","TBA","TBA","","0","","","OFFICE","0","Independent research beyond normal course offerings. Proposal, research and written report/paper required. Graded CR/NC.","","MOR","20262"
"16776","MOR-595","GSBA","033","0.5","2.0","Internship in Management and Organization","C","","Y","TBA","TBA","","0","","","OFFICE","0","Supervised on-the-job business experience in the student's area of interest. (Curricular Practical Training.)","","MOR","20262"
"16778","MOR-596","GSBA BUAD","033","0.5","2.0","Research Practicum in Management and Organization","C","","Y","TBA","TBA","","0","","","OFFICE","0","Hands-on practical experience working with a Marshall faculty member in the Management and Organization Department on an ongoing research project. Graded CR/NC.","","MOR","20262"
"16780","MOR-597","GSBA","033","0.5","5.0","Consulting Project in Management and Organization","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual or team project solving real business problems for an existing business entity, domestic and/or international. Proposal, field research, analyses and oral and written presentations. Graded CR/NC.","","MOR","20262"
"16799","MOR-790","GSBA","033","1.0","12.0","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate. Open only to Marshall Ph.D. students specializing in Management and Organization. Graded CR/NC.","","MOR","20262"
"16884","RISK-599","GSBA","289","1.5","1.5","Special Topics","C","","Y","18:30","21:30","H","19","","Harvey, Kiko","TBD","19","Current developments in the field of Risk Management. Topics vary from semester to semester. May be repeated only if topic is different.","Exploring Governance, Risk, and Compliance Tools","RISK","20262"
"16950","LIM-500","BVC","706","3.0","3.0","Foundations of Library and Information Science","C","","Y","17:30","19:00","W","0","A","Dinalo, Jennifer","ONLINE","0","History and evolution of libraries and information organizations, including their structure, funding, role in society, and impact on the communities they serve.","","LIM","20262"
"16958","LIM-509","BVC","740","3.0","3.0","Information Sources and Services","C","","Y","17:30","19:00","W","0","A","Dinalo, Jennifer","ONLINE","0","Developments in reference and user services, including tools and processes for ethical information evaluation, retrieval and delivery for users in diverse library settings.","","LIM","20262"
"16966","LIM-519","BVC","706","3.0","3.0","Leading Values-Driven Information Organizations","C","","Y","17:30","19:00","H","0","A","Di Pilato, Renee","ONLINE","0","Effective application of interdisciplinary, community-centered leadership concepts in libraries and information organizations, with a focus on mission-driven, inclusive strategic planning and change management.","","LIM","20262"
"16974","LIM-504","BVC","740","3.0","3.0","Social Science Research Methods in Library and Information S","C","","Y","17:30","19:00","T","0","A","Pun, Raymond","ONLINE","0","Application of social science research methods in library and information science, including research question development, sampling, design methodologies, and data collection and analysis.","","LIM","20262"
"16975","LIM-504","BVC","740","3.0","3.0","Social Science Research Methods in Library and Information S","C","","Y","17:30","19:00","T","0","A","Solis, Eimmy, Karina","ONLINE","0","Application of social science research methods in library and information science, including research question development, sampling, design methodologies, and data collection and analysis.","","LIM","20262"
"16976","LIM-504","BVC","740","3.0","3.0","Social Science Research Methods in Library and Information S","C","","Y","17:30","19:00","T","0","A","Wallach, Ruth","ONLINE","0","Application of social science research methods in library and information science, including research question development, sampling, design methodologies, and data collection and analysis.","","LIM","20262"
"16982","LIM-529","BVC","706","3.0","3.0","User Services and Community Engagement in Libraries","C","","Y","17:30","19:00","H","0","A","Williams, Stacy","ONLINE","0","Investigation of various users and communities served by libraries and information organizations, and the development of programs and services tailored to their needs.","","LIM","20262"
"16983","LIM-529","BVC","706","3.0","3.0","User Services and Community Engagement in Libraries","C","","Y","17:30","19:00","H","0","A","Robinson, Shannon, Marie","ONLINE","0","Investigation of various users and communities served by libraries and information organizations, and the development of programs and services tailored to their needs.","","LIM","20262"
"16984","LIM-529","BVC","706","3.0","3.0","User Services and Community Engagement in Libraries","C","","Y","17:30","19:00","H","0","A","Miller, Melissa, Lynn","ONLINE","0","Investigation of various users and communities served by libraries and information organizations, and the development of programs and services tailored to their needs.","","LIM","20262"
"16990","LIM-503","BVC","740","3.0","3.0","Information Organization and Description for User Engagement","C","","Y","17:30","19:00","H","0","A","Hutchinson, Joshua","ONLINE","0","Theories, standards, and tools for the organization and description of information with the goal of equitable and inclusive access for users.","","LIM","20262"
"17014","LIM-562","BVC","706","3.0","3.0","Transformative Technologies in Library and Information Scien","C","","Y","17:30","19:00","T","0","A","Jones, Michael, Wayne","ONLINE","0","Role of technology in libraries and information organizations, and potential use and ethical considerations of contemporary and emerging technologies to enhance library services.","","LIM","20262"
"17022","LIM-539","BVC","740","3.0","3.0","Project Management in Information Organizations","C","","Y","17:30","19:00","H","0","A","","ONLINE","0","Practical applications for leadership and management in library and information organizations, with particular emphasis on project management concepts and methods.","","LIM","20262"
"17030","LIM-549","BVC","706","3.0","3.0","Justice, Equity and Ethics in Information Organizations","C","","Y","17:30","19:00","W","0","A","Brissett, Alyssa","ONLINE","0","History, theory and potential of social justice in library and information organizations, with the goal of implementing services and programs for diverse stakeholders.","","LIM","20262"
"17031","LIM-549","BVC","706","3.0","3.0","Justice, Equity and Ethics in Information Organizations","C","","Y","17:30","19:00","W","0","A","Guyer, Cindy","ONLINE","0","History, theory and potential of social justice in library and information organizations, with the goal of implementing services and programs for diverse stakeholders.","","LIM","20262"
"17038","LIM-598","BVC","740","3.0","3.0","Capstone in Library and Information Management","C","","Y","17:30","19:00","W","0","A","Wallach, Ruth","ONLINE","0","Knowledge and skills gained throughout the MMLIS program are synthesized in a culminating capstone project, and deployed in service of career advancement.","","LIM","20262"
"17039","LIM-598","BVC","740","3.0","3.0","Capstone in Library and Information Management","C","","Y","17:30","19:00","W","0","A","Winn, Jade","ONLINE","0","Knowledge and skills gained throughout the MMLIS program are synthesized in a culminating capstone project, and deployed in service of career advancement.","","LIM","20262"
"17205","CHEM-105A","LAS","110","4.0","4.0","General Chemistry","C","A","Y","09:00","11:30","MTWH","10","","Parr, Jessica, A.","GFS106","10","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour.","","CHEM","20262"
"17207","CHEM-105A","LAS","110","0.0","0.0","General Chemistry","Q","A","Y","12:00","12:50","M","10","","","GFS106","10","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour.","","CHEM","20262"
"17208","CHEM-105A","LAS","110","0.0","0.0","General Chemistry","L","","Y","13:00","15:50","TWH","10","","","SGM136A/B","10","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour.","","CHEM","20262"
"17209","CHEM-105A","LAS","110","0.0","0.0","General Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM136A/B","0","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour.","","CHEM","20262"
"17210","CHEM-105A","LAS","110","0.0","0.0","General Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM136A/B","0","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour.","","CHEM","20262"
"17211","CHEM-105A","LAS","110","0.0","0.0","General Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM136A/B","0","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour.","","CHEM","20262"
"17215","CHEM-105B","LAS","119","4.0","4.0","General Chemistry","C","","Y","09:00","11:30","MTWH","13","","Bertolini, Thomas, Michael","SGM601","13","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.","","CHEM","20262"
"17217","CHEM-105B","LAS","119","0.0","0.0","General Chemistry","Q","","Y","12:00","12:50","M","13","","","SGM101","13","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.","","CHEM","20262"
"17218","CHEM-105B","LAS","119","0.0","0.0","General Chemistry","L","","Y","13:00","15:50","TWH","12","","","SGM136A/B","12","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.","","CHEM","20262"
"17219","CHEM-105B","LAS","119","0.0","0.0","General Chemistry","L","","Y","13:00","15:50","TWH","1","","","SGM136A/B","1","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.","","CHEM","20262"
"17220","CHEM-105B","LAS","119","0.0","0.0","General Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM136A/B","0","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.","","CHEM","20262"
"17221","CHEM-105B","LAS","119","0.0","0.0","General Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM136A/B","0","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.","","CHEM","20262"
"17222","CHEM-105B","LAS","119","0.0","0.0","General Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM136A/B","0","Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.","","CHEM","20262"
"17230","CHEM-290A","LASN","110","1.0","1.0","Special Laboratory","CL","","Y","TBA","TBA","","0","","","OFFICE","0","Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution. Prereq: Consent of department head.","","CHEM","20262"
"17231","CHEM-290B","LASN","119","1.0","1.0","Special Laboratory","CL","","Y","TBA","TBA","","0","","","OFFICE","0","Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution.","","CHEM","20262"
"17232","CHEM-290C","LASN","110","1.0","1.0","Special Laboratory","CL","","Y","TBA","TBA","","0","","","OFFICE","0","Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution.","","CHEM","20262"
"17233","CHEM-290D","LASN","119","1.0","1.0","Special Laboratory","CL","","Y","TBA","TBA","","0","","","OFFICE","0","Laboratory component for CHEM 105a, 105b, 322a, or 322b for students with equivalent lecture credit from another institution.","","CHEM","20262"
"17240","CHEM-322A","LAS","110","4.0","4.0","Organic Chemistry","C","","Y","09:00 10:15","11:30 12:45","TWH M","8","","Broyer, Rebecca, Megan","GFS101 GFS101","8","Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.","","CHEM","20262"
"17242","CHEM-322A","LAS","110","0.0","0.0","Organic Chemistry","Q","","Y","09:00","10:00","M","8","","","GFS101","8","Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.","","CHEM","20262"
"17243","CHEM-322A","LAS","110","0.0","0.0","Organic Chemistry","D","","Y","12:00","12:50","TWH","8","","","GFS101","8","Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.","","CHEM","20262"
"17244","CHEM-322A","LAS","110","0.0","0.0","Organic Chemistry","L","","Y","13:00","15:50","TWH","8","","","SGM207","8","Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.","","CHEM","20262"
"17245","CHEM-322A","LAS","110","0.0","0.0","Organic Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM207","0","Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.","","CHEM","20262"
"17246","CHEM-322A","LAS","110","0.0","0.0","Organic Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM207","0","Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.","","CHEM","20262"
"17247","CHEM-322A","LAS","110","0.0","0.0","Organic Chemistry","L","","N","13:00","15:50","TWH","0","","","SGM207","0","Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.","","CHEM","20262"
