"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"12980","QBIO-596","LAS","059","1.0","3.0","Internship for Curricular Practical Training","C","","Y","TBA","TBA","","1","","Calabrese, Peter, Paul;Rohs, Remo","OFFICE","1","Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are supervised by faculty. May not be taken until the student has completed one semester of enrollment in a graduate program with a cumulative 3.0 GPA . The course is graded CR/NC.","","QBIO","20262"
"12990","QBIO-490","LAS","059","1.0","8.0","Directed Research","C","","Y","TBA","TBA","","0","","Calabrese, Peter, Paul;Rohs, Remo","OFFICE","0","Individual research and readings. Project approval by  faculty adviser and QCB department required.","","QBIO","20262"
"12991","QBIO-790","LAS","059","1.0","9.0","Research","C","","Y","TBA","TBA","","0","","Rohs, Remo","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","QBIO","20262"
"12994","QBIO-794A","LAS","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","","QBIO","20262"
"12995","QBIO-794B","LAS","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","","QBIO","20262"
"12996","QBIO-794C","LAS","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","","QBIO","20262"
"12997","QBIO-794D","LAS","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","","QBIO","20262"
"12998","QBIO-794Z","LAS","059","0.0","0.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","For doctoral students who have passed the qualifying exam. Credit on acceptance of dissertation.","","QBIO","20262"
"13004","BISC-120","LAS","050","4.0","4.0","General Biology: Organismal Biology and Evolution","C","","Y","10:00","12:05","MTWH","3","","Ghittoni, Raffaella;Sigurdsen, Trond, P.","ZHS163","3","In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.","","BISC","20262"
"13005","BISC-120","LAS","050","0.0","0.0","General Biology: Organismal Biology and Evolution","L","","Y","13:00","15:50","TH","3","","","ZHS363","3","In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.","","BISC","20262"
"13006","BISC-120","LAS","050","0.0","0.0","General Biology: Organismal Biology and Evolution","L","","N","13:00","15:50","TH","0","","","ZHS365","0","In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.","","BISC","20262"
"13012","BISC-220","LASN","050","4.0","4.0","General Biology: Cell Biology and Physiology","C","","Y","10:00","12:05","TWHF","10","","Barakat, Rita","HNB100","10","In-depth survey of key topics related to advances in our knowledge of cellular biology and physiology; cell composition/metabolism; gene action; organism structure and function. Recommended preparation: high school chemistry; BISC 120L or BISC 121L.","","BISC","20262"
"13141","BISC-220","LASN","050","0.0","0.0","General Biology: Cell Biology and Physiology","L","","Y","13:00","15:50","TH","10","","","ZHS369","10","In-depth survey of key topics related to advances in our knowledge of cellular biology and physiology; cell composition/metabolism; gene action; organism structure and function. Recommended preparation: high school chemistry; BISC 120L or BISC 121L.","","BISC","20262"
"13290","BISC-290","LAS","059","2.0","4.0","Introduction to Biological Research","C","","Y","TBA","TBA","","0","","Egan, Cameron","OFFICE","0","Experience in basic techniques through supervised research in the research laboratory of a departmental faculty member.","","BISC","20262"
"13428","BISC-428","LAS","101","4.0","4.0","The Biology of Health from a Global Perspective","C","","Y","TBA","TBA","","19","","Castro, Nancy, E","OFFCAMPUS","19","Prevention and surveillance of infectious and chronic diseases from a global public health and systems perspective.","","BISC","20262"
"13490","BISC-490","LAS","059","1.0","8.0","Directed Research","C","","Y","TBA","TBA","","0","","Egan, Cameron","OFFICE","0","Individual research and readings. Not available for graduate credit.","","BISC","20262"
"13523","BISC-312","LAS","070","4.0","4.0","Molecular Biochemistry","C","","Y","TBA","TBA","","34","A","Castro, Nancy, E","ASYNC","34","Structure and function of biological macromolecules; major metabolic pathways including glycolysis and photosynthesis. DNA replication, repair, and recombination; gene expression, regulation and epigenetics.","","BISC","20262"
"13590","BISC-590","LASN","059","1.0","12.0","Directed Research","C","","Y","TBA","TBA","","0","","Turcotte, Lorraine, P.","OFFICE","0","Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","BISC","20262"
"13596","BISC-596","LAS","059","1.0","1.0","Internship for Curricular Practical Training","C","","Y","TBA","TBA","","0","","Turcotte, Lorraine, P.","OFFICE","0","Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least one semester of enrollment in the graduate program w ith a cumulative 3.0 GPA.","","BISC","20262"
"13790","BISC-790","LASN","059","1.0","12.0","Research","C","","Y","TBA","TBA","","0","","Turcotte, Lorraine, P.","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","","BISC","20262"
"13792","BISC-794A","LASN","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation. Graded IP/CR/NC.","","BISC","20262"
"13794","BISC-794B","LASN","059","2.0","2.0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation. Graded IP/CR/NC.","","BISC","20262"
"13800","HRM-500","BVC","988","2.0","2.0","Human Resource Strategy","C","","Y","18:30","19:30","W","0","A","Cumberlander, Wanda","ONLINE","0","Explores the strategic role that human resources management plays in providing organizations with sustained competitive advantages by unlocking the productive potential of employees human and social capital.","","HRM","20262"
"13801","HRM-500","BVC","988","2.0","2.0","Human Resource Strategy","C","","Y","18:30","19:30","W","0","A","Adame, Carlos, Ernesto","ONLINE","0","Explores the strategic role that human resources management plays in providing organizations with sustained competitive advantages by unlocking the productive potential of employees human and social capital.","","HRM","20262"
"13804","HRM-505","BVC","988","2.0","2.0","Organizational Culture and Employee Outcomes","C","","Y","17:30","18:30","T","0","A","Berg, Susan","ONLINE","0","Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","","HRM","20262"
"13805","HRM-505","BVC","981","2.0","2.0","Organizational Culture and Employee Outcomes","C","","Y","17:30","18:30","H","0","A","Hoefling, Trina","ONLINE","0","Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","","HRM","20262"
"13806","HRM-505","BVC","981","2.0","2.0","Organizational Culture and Employee Outcomes","C","","Y","17:30","18:30","H","0","A","Miller, Lee","ONLINE","0","Prepares students to create, foster, and manage organizations in which people thrive and perform at their best in order to retain talent and reduce costs in a sustainable way.","","HRM","20262"
"13808","HRM-510","BVC","988","2.0","2.0","Leadership in Human Resources","C","","Y","17:30","18:30","T","0","A","Cooper, Carly","ONLINE","0","Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","","HRM","20262"
"13809","HRM-510","BVC","988","2.0","2.0","Leadership in Human Resources","C","","Y","17:30","18:30","T","0","A","Elledge, Robin","ONLINE","0","Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","","HRM","20262"
"13810","HRM-510","BVC","981","2.0","2.0","Leadership in Human Resources","C","","Y","17:30","18:30","T","0","A","Berg, Susan","ONLINE","0","Focuses on developing the critical social intelligence skills needed to lead people and change through increased self-awareness, understanding of interpersonal differences, and greater influence.","","HRM","20262"
"13812","HRM-515","BVC","988","2.0","2.0","Organization Design","C","","Y","18:30","19:30","T","0","A","Mayhew, Todd","ONLINE","0","Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","","HRM","20262"
"13813","HRM-515","BVC","988","2.0","2.0","Organization Design","C","","Y","18:30","19:30","T","0","A","Chavez, Kyle","ONLINE","0","Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","","HRM","20262"
"13814","HRM-515","BVC","981","2.0","2.0","Organization Design","C","","Y","18:30","19:30","T","0","A","McGrath, Michael","ONLINE","0","Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","","HRM","20262"
"13820","HRM-515","BVC","981","2.0","2.0","Organization Design","C","","Y","18:30","19:30","T","0","A","Mack, Eryn","ONLINE","0","Equips students with a deeper understanding of how to design and develop organizations to increase performance and effectiveness and includes sections on strategy, work, and management processes.","","HRM","20262"
"13822","HRM-520","BVC","981","2.0","2.0","Talent Management","C","","Y","17:30","18:30","W","0","A","Blain, Roberto","ONLINE","0","Examines talent management processes that impact employee experience and engagement and explores ways to improve data driven decision making processes including workforce and succession planning.","","HRM","20262"
"13823","HRM-520","BVC","981","2.0","2.0","Talent Management","C","","Y","17:30","18:30","W","0","A","Duin, Durand","ONLINE","0","Examines talent management processes that impact employee experience and engagement and explores ways to improve data driven decision making processes including workforce and succession planning.","","HRM","20262"
