"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"38415","HBIO-202","LAS","172","4.0","4.0","Nutrition for Life","C","Y","N","11:00","13:15","MTWH","0","A","Polidori, Gioia","ONLINE",NA,"To develop an understanding of Nutrition, especially as it pertains to optimal health and prevention of diseases. A study of macro and micro nutrients.","","HBIO","20261"
"38416","HBIO-202","LAS","172","0.0","0.0","Nutrition for Life","L","Z","Y","14:00 14:00","15:50 15:50","TWH TH","0","","","PEDB16 PEDB16",NA,"To develop an understanding of Nutrition, especially as it pertains to optimal health and prevention of diseases. A study of macro and micro nutrients.","","HBIO","20261"
"38417","HBIO-205","LAS","001","0.0","0.0","The Science of Sport","L","N","N","12:00","13:50","F","0","","","",NA,"The physiological and nutritional basis of human performance. Factors that facilitate and limit athletic achievement. Lecture, 3 hours; laboratory, 2 hours. Not available for major credit. Duplicates credit in former EXSC 205Lxg.","","HBIO","20261"
"38420","HBIO-202","LAS","001","4.0","4.0","Nutrition for Life","C","Y","Y","09:30","10:50","TH","8","","Soultanakis, Helen (Eleni)","KAP156",NA,"To develop an understanding of Nutrition, especially as it pertains to optimal health and prevention of diseases. A study of macro and micro nutrients.","","HBIO","20261"
"38421","HBIO-205","LAS","001","0.0","0.0","The Science of Sport","L","N","N","18:00","19:50","T","0","","","",NA,"The physiological and nutritional basis of human performance. Factors that facilitate and limit athletic achievement. Lecture, 3 hours; laboratory, 2 hours. Not available for major credit. Duplicates credit in former EXSC 205Lxg.","","HBIO","20261"
"38423","HBIO-205","LAS","001","0.0","0.0","The Science of Sport","L","Y","N","12:00","13:50","F","0","","","PEDB16",NA,"The physiological and nutritional basis of human performance. Factors that facilitate and limit athletic achievement. Lecture, 3 hours; laboratory, 2 hours. Not available for major credit. Duplicates credit in former EXSC 205Lxg.","","HBIO","20261"
"38424","HBIO-202","LAS","001","0.0","0.0","Nutrition for Life","L","Y","Y","11:00","12:50","W","0","","Floyd, Gudrun, Bara","PEDB16",NA,"To develop an understanding of Nutrition, especially as it pertains to optimal health and prevention of diseases. A study of macro and micro nutrients.","","HBIO","20261"
"38425","HBIO-202","LAS","001","0.0","0.0","Nutrition for Life","L","Y","Y","15:00","16:50","W","2","","Cross, Shannon","PEDB16",NA,"To develop an understanding of Nutrition, especially as it pertains to optimal health and prevention of diseases. A study of macro and micro nutrients.","","HBIO","20261"
"38426","HBIO-202","LAS","001","0.0","0.0","Nutrition for Life","L","Y","Y","17:00","18:50","W","1","","Carlos, Joshua","PEDB16",NA,"To develop an understanding of Nutrition, especially as it pertains to optimal health and prevention of diseases. A study of macro and micro nutrients.","","HBIO","20261"
"38427","HBIO-202","LAS","001","0.0","0.0","Nutrition for Life","L","Y","Y","14:00","15:50","H","1","","Carlos, Joshua","PEDB16",NA,"To develop an understanding of Nutrition, especially as it pertains to optimal health and prevention of diseases. A study of macro and micro nutrients.","","HBIO","20261"
"38432","HBIO-301","LAS","172","4.0","4.0","Human Anatomy","C","Z","Y","10:00","12:15","MTWHF","1","A","Kwast, Kurt","ONLINE",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38433","HBIO-301","LAS","172","0.0","0.0","Human Anatomy","L","Z","Y","13:30 13:30","16:20 16:20","MTWH TWH","1","","","PEDB7 PEDB7",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38434","HBIO-301","LAS","001","4.0","4.0","Human Anatomy","C","Y","Y","09:00","09:50","MWF","26","","Kwast, Kurt","WPHB27",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38435","HBIO-301","LAS","001","0.0","0.0","Human Anatomy","L","Y","Y","11:00","13:50","M","11","","Carlos, Joshua","PEDB7",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38436","HBIO-301","LAS","001","0.0","0.0","Human Anatomy","L","Y","N","11:00","13:50","T","0","","Ubeda, Jose","PEDB7",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38437","HBIO-301","LAS","001","0.0","0.0","Human Anatomy","L","Y","Y","14:00","16:50","T","3","","Ubeda, Jose","PEDB7",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38440","HBIO-301","LAS","001","0.0","0.0","Human Anatomy","L","Y","Y","17:00","19:50","T","3","","Ubeda, Jose","PEDB7",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38441","HBIO-301","LAS","001","0.0","0.0","Human Anatomy","L","Y","Y","14:00","16:50","H","9","","Kufeldt, Chrisandra","PEDB7",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38442","HBIO-301","LAS","001","0.0","0.0","Human Anatomy","L","N","N","17:00","19:50","H","0","","","PEDB7",NA,"Major organ systems; functional implications of their relationships; gross and microscopic examination with an emphasis on practical skills in recognizing, dissecting, and differentiating anatomical structures. Duplicates credit in former EXSC 301L.","","HBIO","20261"
"38443","HBIO-302","LAS","001","4.0","4.0","Nutrition and Metabolism","C","N","N","11:00","12:20","MW","0","","","",NA,"Gastrointestinal physiology and energy metabolism as it relates to macronutrient intake. Theories and principles of nutrition and their impact on metabolic regulation. Prerequisites: BISC 220L or BISC 221L. Duplicates credit in former EXSC 200.","","HBIO","20261"
"38445","HBIO-302","LAS","001","0.0","0.0","Nutrition and Metabolism","L","N","N","08:00","10:50","W","0","","","ZHS460",NA,"Gastrointestinal physiology and energy metabolism as it relates to macronutrient intake. Theories and principles of nutrition and their impact on metabolic regulation. Prerequisites: BISC 220L or BISC 221L. Duplicates credit in former EXSC 200.","","HBIO","20261"
"38450","HBIO-310","LAS","001","4.0","4.0","Sociopsychological Aspects of Sport and Physical Activity","C","Y","Y","15:30","16:50","MW","0","","Briano, Marcos","THH214",NA,"Examination of the individual in a social environment related to sport and physical activity; personality, motivation, attitude, and group behavior viewed in physical activity contexts. Duplicates credit in former EXSC 310.","","HBIO","20261"
"38451","HBIO-320","LAS","001","4.0","4.0","Muscle Physiology","C","Y","Y","14:00","15:20","TH","28","","Crawford, Charles (Kiki)","SOSB2",NA,"Analysis of the skeletal muscular system (anatomy, physiology, biochemistry, and development) and its functional properties under both normal and pathological conditions.","","HBIO","20261"
"38457","HBIO-370","LAS","001","4.0","4.0","Genetics and Disease","C","Y","Y","12:30","13:50","TH","8","","Polidori, Gioia","GFS106",NA,"An overview of the genetic underpinning of human health and disease. Inheritance of mendelian diseases, common diseases, developmental diseases and cancer; prenatal testing, genetic counseling and genetic therapies.","","HBIO","20261"
"38458","HBIO-370","LAS","001","0.0","0.0","Genetics and Disease","D","Y","Y","12:00","12:50","W","2","","Cross, Shannon","PEDB7",NA,"An overview of the genetic underpinning of human health and disease. Inheritance of mendelian diseases, common diseases, developmental diseases and cancer; prenatal testing, genetic counseling and genetic therapies.","","HBIO","20261"
"38459","HBIO-370","LAS","001","0.0","0.0","Genetics and Disease","D","Y","N","11:00","11:50","H","0","","","PEDB7",NA,"An overview of the genetic underpinning of human health and disease. Inheritance of mendelian diseases, common diseases, developmental diseases and cancer; prenatal testing, genetic counseling and genetic therapies.","","HBIO","20261"
"38460","HBIO-370","LAS","001","0.0","0.0","Genetics and Disease","D","Y","Y","11:00","11:50","F","0","","Koedel, Alexandria, Bruennel","PEDB7",NA,"An overview of the genetic underpinning of human health and disease. Inheritance of mendelian diseases, common diseases, developmental diseases and cancer; prenatal testing, genetic counseling and genetic therapies.","","HBIO","20261"
"38461","HBIO-400","LAS","001","4.0","4.0","Motor Control and Learning","C","Y","Y","11:00","11:50","MWF","24","","Kwast, Kurt","SOSB2",NA,"Theories of control and learning applied to motor performance; variables affecting performance in exercise, games, sports and dance.","","HBIO","20261"
"38462","HBIO-400","LAS","001","0.0","0.0","Motor Control and Learning","L","Y","Y","14:00","16:50","M","4","","Floyd, Gudrun, Bara","PED203",NA,"Theories of control and learning applied to motor performance; variables affecting performance in exercise, games, sports and dance.","","HBIO","20261"
"38463","HBIO-400","LAS","001","0.0","0.0","Motor Control and Learning","L","Y","Y","17:00","19:50","M","3","","Floyd, Gudrun, Bara","PED203",NA,"Theories of control and learning applied to motor performance; variables affecting performance in exercise, games, sports and dance.","","HBIO","20261"
"38464","HBIO-400","LAS","001","0.0","0.0","Motor Control and Learning","L","Y","Y","14:00","16:50","W","11","","Carlos, Joshua","PED203",NA,"Theories of control and learning applied to motor performance; variables affecting performance in exercise, games, sports and dance.","","HBIO","20261"
"38465","HBIO-400","LAS","001","0.0","0.0","Motor Control and Learning","L","Y","Y","11:00","13:50","H","6","","Carlos, Joshua","PED203",NA,"Theories of control and learning applied to motor performance; variables affecting performance in exercise, games, sports and dance.","","HBIO","20261"
"38466","HBIO-400","LAS","001","0.0","0.0","Motor Control and Learning","L","N","N","14:00","16:50","M","0","","","",NA,"Theories of control and learning applied to motor performance; variables affecting performance in exercise, games, sports and dance.","","HBIO","20261"
"38469","HBIO-401","LAS","001","4.0","4.0","Physiology of Movement","C","Y","Y","15:30","16:50","TH","0","","Held, Laura, Anne;Crawford, Charles (Kiki)","DMC108",NA,"The physiological effects of exercise and training on musculoskeletal and circulatory systems, and the biomechanics of athletic performance","","HBIO","20261"
"38470","HBIO-401","LAS","001","0.0","0.0","Physiology of Movement","L","N","N","17:00","19:50","H","0","","","",NA,"The physiological effects of exercise and training on musculoskeletal and circulatory systems, and the biomechanics of athletic performance","","HBIO","20261"
"38471","HBIO-401","LAS","001","0.0","0.0","Physiology of Movement","L","Y","Y","17:00","19:50","W","0","","Cross, Shannon","PEDB13",NA,"The physiological effects of exercise and training on musculoskeletal and circulatory systems, and the biomechanics of athletic performance","","HBIO","20261"
"38474","HBIO-407","LAS","001","4.0","4.0","Endocrinology and Metabolism","C","Y","Y","09:30","10:50","TH","16","","Crawford, Charles (Kiki)","THH114",NA,"Regulation of metabolic pathways and endocrinology in health and metabolic diseases.","","HBIO","20261"
"38475","HBIO-407","LAS","001","0.0","0.0","Endocrinology and Metabolism","L","Y","Y","11:00","13:50","M","3","","Floyd, Gudrun, Bara","PEDB13",NA,"Regulation of metabolic pathways and endocrinology in health and metabolic diseases.","","HBIO","20261"
"38476","HBIO-407","LAS","001","0.0","0.0","Endocrinology and Metabolism","L","Y","Y","11:00","13:50","W","4","","Visconti, Lauren","PEDB13",NA,"Regulation of metabolic pathways and endocrinology in health and metabolic diseases.","","HBIO","20261"
"38477","HBIO-407","LAS","001","0.0","0.0","Endocrinology and Metabolism","L","Y","Y","14:00","16:50","W","9","","Visconti, Lauren","PEDB13",NA,"Regulation of metabolic pathways and endocrinology in health and metabolic diseases.","","HBIO","20261"
"38478","HBIO-407","LAS","001","0.0","0.0","Endocrinology and Metabolism","L","Y","N","13:00","15:50","F","0","","","PEDB13",NA,"Regulation of metabolic pathways and endocrinology in health and metabolic diseases.","","HBIO","20261"
"38486","HBIO-409","LAS","001","4.0","4.0","Metabolic Diseases","C","Y","Y","14:00","15:20","MW","22","","Crawford, Charles (Kiki)","LVL17",NA,"Examination of the etiology, prevention, and treatment of metabolic disorders such as diabetes mellitus and obesity that are major threats to public health.","","HBIO","20261"
"38488","HBIO-420","LAS","001","4.0","4.0","Applied Human Physiology","C","Y","Y","10:00","10:50","MWF","34","","Kwast, Kurt","THH102",NA,"The physiology of the respiratory, cardiovascular, renal, musculoskeletal, digestive, endocrine and nervous systems in humans, with application to human health and pathology.","","HBIO","20261"
"38489","HBIO-420","LAS","001","0.0","0.0","Applied Human Physiology","L","Y","Y","14:00","16:50","M","15","","Carlos, Joshua","PEDB13",NA,"The physiology of the respiratory, cardiovascular, renal, musculoskeletal, digestive, endocrine and nervous systems in humans, with application to human health and pathology.","","HBIO","20261"
"38490","HBIO-420","LAS","001","0.0","0.0","Applied Human Physiology","L","Y","N","17:00","19:50","M","0","","Carlos, Joshua","PEDB13",NA,"The physiology of the respiratory, cardiovascular, renal, musculoskeletal, digestive, endocrine and nervous systems in humans, with application to human health and pathology.","","HBIO","20261"
"38491","HBIO-420","LAS","001","0.0","0.0","Applied Human Physiology","L","Y","Y","14:00","16:50","T","8","","Carlos, Joshua","PEDB13",NA,"The physiology of the respiratory, cardiovascular, renal, musculoskeletal, digestive, endocrine and nervous systems in humans, with application to human health and pathology.","","HBIO","20261"
"38492","HBIO-420","LAS","001","0.0","0.0","Applied Human Physiology","L","Y","Y","11:00","13:50","H","9","","Floyd, Gudrun, Bara","PEDB13",NA,"The physiology of the respiratory, cardiovascular, renal, musculoskeletal, digestive, endocrine and nervous systems in humans, with application to human health and pathology.","","HBIO","20261"
"38493","HBIO-420","LAS","001","0.0","0.0","Applied Human Physiology","L","Y","Y","14:00","16:50","H","2","","Floyd, Gudrun, Bara","PEDB13",NA,"The physiology of the respiratory, cardiovascular, renal, musculoskeletal, digestive, endocrine and nervous systems in humans, with application to human health and pathology.","","HBIO","20261"
"38494","HBIO-435","LAS","001","4.0","4.0","Neurobiology of Feeding Behavior and Obesity","C","Y","Y","14:00","15:20","TH","33","","Jaggers, Grayson, K","DMC100",NA,"Neurobiological systems that control feeding behavior and energy balance with an emphasis on the determinants of obesity.","","HBIO","20261"
"38495","HBIO-420","LAS","001","0.0","0.0","Applied Human Physiology","L","N","N","14:00","16:50","H","0","","Floyd, Gudrun, Bara","PEDB13",NA,"The physiology of the respiratory, cardiovascular, renal, musculoskeletal, digestive, endocrine and nervous systems in humans, with application to human health and pathology.","","HBIO","20261"
"38496","HBIO-439","LAS","001","2.0","4.0","Human Performance and Bioenergetics","CL","","N","14:00","16:50","W","0","","","",NA,"Application of physiology, biomechanics and perceptual-motor principles to the study of skill acquisition and human performance. 4 units -- Lecture, 3 hours; laboratory, 3 hours. 2 units (kinematic analysis only) -- Lecture, 1 hour; laboratory, 3 hours. Prerequisites: HBIO 408. Duplicates credit in former EXSC 439L.","","HBIO","20261"
"38504","HBIO-442","LAS","001","4.0","4.0","Evaluation and Rehabilitation of Athletic Injuries","CL","Y","Y","17:00","19:50","M","5","","Lopes, Helaine, Owen","THH119",NA,"Application of scientific principles to evaluating and rehabilitating athletic injuries.","","HBIO","20261"
"38507","HBIO-491","LAS","001","2.0","4.0","Laboratory Experience in Kinesiology","CL","","Y","TBA","TBA","","0","","Goyal, Anshu","OFFICE",NA,"Practical laboratory experience in basic and applied exercise physiology, biochemistry, and/or biomechanics. Emphasizing development of laboratory techniques. Prerequisites: HBIO 203, HBIO 301, HBIO 302, HBIO 320. Duplicates credit in former EXSC 491.","","HBIO","20261"
"38509","HBIO-420","LAS","001","0.0","0.0","Applied Human Physiology","L","Y","N","17:00","19:50","H","0","","","PEDB13",NA,"The physiology of the respiratory, cardiovascular, renal, musculoskeletal, digestive, endocrine and nervous systems in humans, with application to human health and pathology.","","HBIO","20261"
"38510","HBIO-370","LAS","001","0.0","0.0","Genetics and Disease","D","Y","Y","12:00","12:50","F","0","","Koedel, Alexandria, Bruennel","PEDB7",NA,"An overview of the genetic underpinning of human health and disease. Inheritance of mendelian diseases, common diseases, developmental diseases and cancer; prenatal testing, genetic counseling and genetic therapies.","","HBIO","20261"
"38511","HBIO-200","LAS","001","4.0","4.0","The Human Animal","C","Y","Y","12:30","13:50","TH","20","","Kufeldt, Chrisandra","ZHS159",NA,"Foundations of the human species. Examination of scientific evidence from Darwinian theory, primate behavior, fossils, and the behavior of modern people. Laboratory. Duplicates credit in former ANTH 200Lg.","","HBIO","20261"
"38515","HBIO-200","LAS","001","0.0","0.0","The Human Animal","L","Y","Y","08:00","09:50","T","0","","Pedersen, Eloise, A","PEDB13",NA,"Foundations of the human species. Examination of scientific evidence from Darwinian theory, primate behavior, fossils, and the behavior of modern people. Laboratory. Duplicates credit in former ANTH 200Lg.","","HBIO","20261"
"38516","HBIO-200","LAS","001","0.0","0.0","The Human Animal","L","Y","Y","10:00","11:50","T","10","","Pedersen, Eloise, A","PEDB13",NA,"Foundations of the human species. Examination of scientific evidence from Darwinian theory, primate behavior, fossils, and the behavior of modern people. Laboratory. Duplicates credit in former ANTH 200Lg.","","HBIO","20261"
"38517","HBIO-200","LAS","001","0.0","0.0","The Human Animal","L","Y","Y","09:00","10:50","W","6","","Pedersen, Eloise, A","PEDB13",NA,"Foundations of the human species. Examination of scientific evidence from Darwinian theory, primate behavior, fossils, and the behavior of modern people. Laboratory. Duplicates credit in former ANTH 200Lg.","","HBIO","20261"
"38518","HBIO-200","LAS","001","0.0","0.0","The Human Animal","L","Y","Y","09:00","10:50","H","2","","Fermin Flores, Marisol, Guadalupe","PEDB13",NA,"Foundations of the human species. Examination of scientific evidence from Darwinian theory, primate behavior, fossils, and the behavior of modern people. Laboratory. Duplicates credit in former ANTH 200Lg.","","HBIO","20261"
