"SECTION","COURSE_CODE","SCHOOL","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","LINK","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","SECTION_NAME","DEPARTMENT","origin"
"02608","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","12:00","12:50","W","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20263"
"02609","LAW-320","LAW","001","0.0","0.0","Law, Enslavement and Race","D","","N","13:00","13:50","F","0","","","",NA,"Studies how law, politics and culture interacted to shape the institution of enslavement and the development of modern conceptions of race.","","LAW","20263"
"02610","LAW-320","LAW","001","0.0","0.0","Law, Enslavement and Race","D","","N","11:00","11:50","F","0","","","",NA,"Studies how law, politics and culture interacted to shape the institution of enslavement and the development of modern conceptions of race.","","LAW","20263"
"02611","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","13:00","13:50","W","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20263"
"02612","LAW-222","LAW","001","2.0","2.0","Interdisciplinary Perspectives on the Law","C","","Y","09:00","10:50","M","0","","Wood, Abby","DMC155",NA,"Examines law and the legal system from different disciplinary perspectives. It explores how various disciplines provide different insights to the legal regime.","","LAW","20263"
"02613","LAW-205","LAW","001","4.0","4.0","Introduction to Criminal Law","C","","Y","12:00","13:50","TH","0","","Johnson, Peter","LAW3",NA,"Provides a comprehensive analysis of the criminal justice system and an overview of the fundamentals of substantive criminal law.","","LAW","20263"
"02614","LAW-300","LAW","001","4.0","4.0","Concepts in American Law","C","","Y","14:00","15:50","TH","0","","Stolzenberg, Nomi, M","LAW223",NA,"The main concepts and topics in American law, in the historical, economic and cultural contexts in which they have developed.","","LAW","20263"
"02615","LAW-402","LAW","001","4.0","4.0","Psychology and Law","C","","Y","16:00","19:20","W","0","","Larson, Rakel","WPHB27",NA,"Explores issues of responsibility and credibility.  Intentional and unintentional behavior.  Clinical biases.  Topics include witness credibility, confessions, cults, hostages, battered persons, and repressed memories.","","LAW","20263"
"02616","LAW-201","LAW","001","4.0","4.0","Law and Politics","C","","Y","16:00","19:20","T","0","","Tolson, Franita","LAW2",NA,"Examination of the rules and realities of American politics, and the role politics plays in American life and culture.","","LAW","20263"
"02618","LAW-406","LAW","001","4.0","4.0","Individual Rights in U.S. Constitutional Law","C","","N","14:00","15:50","TH","0","","","",NA,"Explores the U.S. Bill of Rights and the limits that the Constitution imposes on the state majority's ability to impose its will on an individual.","","LAW","20263"
"02619","LAW-407","LAW","001","4.0","4.0","Regulatory Law","C","","N","16:00","17:50","TH","0","","","",NA,"Introduces legal and social ideas and issues surrounding regulatory law - how and why regulations are developed, along with the accountability and enforcement of regulations.","","LAW","20263"
"02620","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","11:00","11:50","F","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20263"
"02621","LAW-320","LAW","001","0.0","0.0","Law, Enslavement and Race","D","","N","11:00","11:50","F","0","","","",NA,"Studies how law, politics and culture interacted to shape the institution of enslavement and the development of modern conceptions of race.","","LAW","20263"
"02622","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","10:00","10:50","F","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20263"
"02623","LAW-306","LAW","001","4.0","4.0","Issues in the Use of AI in Law and Regulation","C","","Y","12:00","13:50","TH","0","","Rothman, Elizabeth","VPD110",NA,"Focuses on the role artificial intelligence plays in a variety of aspects of the law through humanities-based approaches like ethics, linguistics, sociological and economics approaches.","","LAW","20263"
"02624","LAW-324","LAW","001","4.0","4.0","Sports Law","C","","Y","17:00","18:50","TH","0","","Clarke, Tim","DMC100",NA,"Examines the relevance and application of legal structures to all participants in the sports enterprise by providing an overview of legal and ethical issues.","","LAW","20263"
"02625","LAW-404","LAW","001","4.0","4.0","Psychology of the Criminal Justice Process","C","","N","16:00","17:50","TH","0","","","",NA,"Examines the capacity of the criminal process to produce accurate verdicts, focusing on: witnesses, detectives, suspects, judges and jurors.","","LAW","20263"
"02626","LAW-203","LAW","001","4.0","4.0","Criminal Punishment in the Age of Mass Incarceration","C","","N","16:00","17:50","MW","0","","","VPD106",NA,"Examines the social, political, legal and psychological forces that created the most punitive democracy in history. Materials include documentaries, journalistic investigations, NGO reports.","","LAW","20263"
"02627","LAW-225","LAW","001","2.0","2.0","Current Court Cases","C","","N","12:00","13:50","T","0","","","",NA,"Exposes students to the impact of legal decisions on society through analysis of pending and recent cases on the courts docket.","","LAW","20263"
"02634","LAW-490","LAW","001","1.0","4.0","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Individual research and readings.","","LAW","20263"
"02635","LAW-492","LAW","001","2.0","2.0","Undergraduate Law Review","C","","Y","18:00","19:50","H","0","","Rodgers, Jeff","LAW211",NA,"Introduces students to the basics of legal writing and research, with a focus on legal scholarship and law review-type journal articles.","","LAW","20263"
"02637","LAW-206","LAW","001","4.0","4.0","Responsible Use of Artificial Intelligence: Ethics and Law","C","","N","16:00","17:50","MW","0","","","",NA,"Analyzes the ethical dilemmas and societal implications of artificial intelligence and debates the future of artificial intelligence regulations and laws.","","LAW","20263"
"02640","LAW-220","LAW","001","2.0","2.0","The Legal Profession","C","","Y","12:00","13:40","F","0","","Rasmussen, Robert, K.","LAW3",NA,"Introduces students to the basic aspects of the legal profession.","","LAW","20263"
"02650","LAW-250","LAW","001","4.0","4.0","Children and the Law","C","","Y","10:00","11:50","MW","0","","","GFS207",NA,"Examines topics such as children's suggestibility, decision-making, and risk and resiliency all as they apply to legal settings.","","LAW","20263"
"02651","LAW-352","LAW","001","4.0","4.0","Introduction to Law and Economics","C","","Y","09:00","10:50","TH","0","","Maniscalco, Robert","DMC101",NA,"An exploration of core aspects of the US legal system (property, contracts, torts, criminal law, civil procedure) from the perspective of basic economics theory.","","LAW","20263"
"02652","LAW-498","LAW","001","2.0","4.0","Law Internship","C","","N","TBA","TBA","","0","","","",NA,"Intensive law-related experience with a non-profit organization, public agency, government agency or private company.","","LAW","20263"
"02653","LAW-212","LAW","001","4.0","4.0","Immigration Law for a New America","C","","Y","12:00","13:40","MW","0","","Reisz, Jean","VPD107",NA,"Examines current immigration law in America, the normative debates over immigration policies and the role the government plays in expanding or limiting immigration rights.","","LAW","20263"
"02654","LAW-305","LAW","001","4.0","4.0","International Influence: Law and Power","C","","Y","12:00","13:50","MW","0","","Zaverukha, Iryna","SOSB48",NA,"Examination of the philosophic and political concepts that underpin international influence, while learning how this structure impacts the modern incentives and interests of international actors.","","LAW","20263"
"02655","LAW-498","LAW","001","1.0","4.0","Law Internship","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Intensive law-related experience with a non-profit organization, public agency, government agency or private company.","","LAW","20263"
"02656","LAW-207","LAW","001","4.0","4.0","Personal Data in the 21st Century","C","","Y","17:00","20:20","H","0","","","SOSB44",NA,"Examine how governments and corporations confront information privacy conflicts. Analyze various perspectives on information privacy laws and their place in society.","","LAW","20263"
"02657","LAW-355","LAW","001","4.0","4.0","Law and Homelessness","C","","N","16:00","19:20","W","0","","","",NA,"Examines the current housing crisis by interweaving tenant/landlord law, local ordinances, historical exclusionary policies and reviewing current reporting and scholarship.","","LAW","20263"
"02658","LAW-401","LAW","001","4.0","4.0","Cybersecurity and Cybercrime","C","","Y","10:00","11:50","TH","0","","","THH118",NA,"Studies the rise of cybercrimes and cybersecurity measures in recent years and their impact on society. Topics include cyberattacks, digital forensics, information privacy and others.","","LAW","20263"
"02659","LAW-497","LAW","001","2.0","2.0","Legal Studies Capstone Project","C","","Y","14:00","15:50","H","0","","","HED103",NA,"A cumulative experience demonstrating a student's depth of knowledge in applying research and writing skills on examining the legal system.","","LAW","20263"
"02660","LAW-497","LAW","001","2.0","2.0","Legal Studies Capstone Project","C","","Y","16:00","17:50","H","0","","","HED103",NA,"A cumulative experience demonstrating a student's depth of knowledge in applying research and writing skills on examining the legal system.","","LAW","20263"
"02661","LAW-497","LAW","001","2.0","2.0","Legal Studies Capstone Project","C","","Y","14:00","15:50","W","0","","","THH107",NA,"A cumulative experience demonstrating a student's depth of knowledge in applying research and writing skills on examining the legal system.","","LAW","20263"
"02662","LAW-200","LAW","001","0.0","0.0","Law and Society","D","","N","12:00","12:50","F","0","","","",NA,"Sources and structure of law; history of Bill of Rights emphasizing effect on criminal justice system; limits of law in solving problems in American society.","","LAW","20263"
"02663","LAW-150","LAW","001","4.0","4.0","Stereotypes, Prejudice and the Rule of Law","C","","Y","10:00","11:50","MW","0","","Armour, Jody, David","WPHB36",NA,"Examines how stereotypes and prejudice undermine equal justice under the law but also how creative word work and art can promote racial justice.","","LAW","20263"
"02664","LAW-202","LAW","001","4.0","4.0","Wrongful Convictions","C","","N","10:00","11:50","MW","0","","","",NA,"Explores the phenomenon of wrongful convictions from a variety of fields, including psychology, criminology, policing and law, and through documentary films of real cases. Seeks solutions to increase accuracy of criminal process.","","LAW","20263"
"02665","LAW-210","LAW","001","4.0","4.0","Fundamentals of the U.S. Legal System","C","","Y","14:00","15:40","TH","0","","Scotten, Donald","LAW3",NA,"Introduces the U.S. legal system and its relationship to basic principles of the rule of law. Examines lawmaking institutions, judicial processes and contemporary legal issues.","","LAW","20263"
"02680","LAW-101","LAW","001","4.0","4.0","Law and the U.S. Constitution in Global History","C","","N","11:00","11:50","MW","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02681","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","10:00","10:50","M","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02682","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","13:00","13:50","W","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02683","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","13:00","13:50","M","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02684","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","13:00","13:50","M","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02685","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","10:00","10:50","W","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02686","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","10:00","10:50","W","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02687","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","10:00","10:50","W","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02688","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","13:00","13:50","W","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"02689","LAW-311","LAW","001","4.0","4.0","Fundamentals of Entertainment Law","C","","Y","17:00","18:50","MW","0","","","THH210",NA,"Examines key legal principles governing the entertainment industry by exploring legal challenges faced by professionals in music, film, sports, gaming and other areas of entertainment.","","LAW","20263"
"02864","LAW-101","LAW","001","0.0","0.0","Law and the U.S. Constitution in Global History","D","","N","13:00","13:50","M","0","","","",NA,"By examining key constitutional moments involving race, rights, and revolutions, students will explore how legal meaning changes over time.","","LAW","20263"
"03372","LAW-698","LAW","001","3.0","3.0","Equity and the Legal and Social Determinants of Health","C","","N","09:00","10:50","M","0","","","",NA,"Explores how legal, social, racial, cultural and economic factors contribute to health disparities and the role that physicians and lawyers can play in advocating for patients and policy changes to promote health equity.","","LAW","20263"
"03653","LAW-789","LAW","001","3.0","3.0","Race, Racism and the Law","C","","N","08:00","10:50","W","0","","","",NA,"Understand the reciprocal relationship through which race and racism have shaped American law and how law has shaped popular conceptions of race and racism.","","LAW","20263"
"03941","LAW-761","LAW","001","1.0","1.0","Interdisciplinary Law Journal Writing","C","","N","TBA","TBA","","0","","","",NA,"Students will write journal notes as members of the Interdisciplinary Law Journal.","","LAW","20263"
"03942","LAW-761","LAW","001","1.0","1.0","Interdisciplinary Law Journal Writing","C","","N","TBA","TBA","","0","","","",NA,"Students will write journal notes as members of the Interdisciplinary Law Journal.","","LAW","20263"
"07975","PHYS-750O","LASN","001","3.0","3.0","Off Campus Studies","C","","Y","TBA","TBA","","0","","","OFFICE",NA,"Coursework taken on campus at Caltech as part of the Caltech-USC cross-registration program.  Graded CR/NC.","","PHYS","20263"
"10101","ALI-224","PROV","001","2.0","2.0","Academic and Professional Speaking Skills I","C","","N","14:00","15:20","MW","0","","","SOSB38",NA,"Required for international students whose oral skills are assessed to be at the low intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10102","ALI-224","PROV","001","2.0","2.0","Academic and Professional Speaking Skills I","C","","N","11:00","12:20","TH","0","","","",NA,"Required for international students whose oral skills are assessed to be at the low intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10103","ALI-224","PROV","001","2.0","2.0","Academic and Professional Speaking Skills I","C","","Y","14:00","15:20","TH","0","","","THH117",NA,"Required for international students whose oral skills are assessed to be at the low intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10105","ALI-225","LAS","001","2.0","2.0","Academic and Professional Writing Skills I","C","","N","10:00","11:20","MW","0","","","SOSB48",NA,"Required for international students whose writing skills are assessed to be at the low intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10106","ALI-225","LAS","001","2.0","2.0","Academic and Professional Writing Skills I","C","","Y","15:30","16:50","TH","0","","","THH117",NA,"Required for international students whose writing skills are assessed to be at the low intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10109","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","N","08:30","09:50","MW","0","","","OFFICE",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10110","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","N","09:30","10:50","TH","0","","","THH111",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10111","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","Y","12:00","13:20","MW","0","","","DMC157",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10112","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","N","12:00","13:20","TH","0","","","DMC200",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10113","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","N","14:00","15:20","MW","0","","","DMC252",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10114","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","N","14:00","15:20","MW","0","","","SOSB43",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10115","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","N","14:00","15:20","TH","0","","","SOSB45",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10116","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","Y","14:00","15:20","TH","0","","","GFS114",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10117","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","N","15:30","16:50","MW","0","","","SOSB43",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10118","ALI-234","LAS","001","2.0","2.0","Academic and Professional Speaking Skills II","C","","N","15:30","16:50","TH","0","","","LVL3Y",NA,"Required for international students whose oral skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10122","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","","N","08:00","09:20","TH","0","","","OFFICE",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10123","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","","Y","09:30","10:50","TH","0","","","SOSB45",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10124","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","","N","10:00","11:20","MW","0","","","SOSB45",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10125","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","","N","10:00","11:20","TH","0","","","",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10126","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","","N","12:00","13:20","MW","0","","","DMC208",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10127","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","","Y","12:30","13:50","TH","0","","","WPH603",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10128","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","Y","N","14:00","15:20","MW","0","","","THH211",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10129","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","","Y","11:00","12:20","TH","0","","","SOSB45",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10130","ALI-235","LAS","001","2.0","2.0","Academic and Professional Writing Skills II","C","","N","15:30","16:50","TH","0","","","DMC155",NA,"Required for international students whose writing skills are assessed to be at the intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10133","ALI-242","LASH","001","2.0","2.0","High Intermediate Pronunciation","C","","N","09:30","10:50","TH","0","","","",NA,"Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI course. Graded CR/NC.","","ALI","20263"
"10134","ALI-242","LASH","001","2.0","2.0","High Intermediate Pronunciation","C","","Y","11:00","12:20","TH","0","","","THH115",NA,"Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI course. Graded CR/NC.","","ALI","20263"
"10135","ALI-242","LASH","001","2.0","2.0","High Intermediate Pronunciation","C","","N","15:30","16:50","TH","0","","","THH211",NA,"Required for international students whose pronunciation skills are assessed at the high intermediate level by the International Student English Examination (ISE) or previous ALI course. Graded CR/NC.","","ALI","20263"
"10137","ALI-244","LAS","001","2.0","2.0","Academic and Professional Speaking Skills III","C","","Y","09:30","10:50","TH","0","","","THH109",NA,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10138","ALI-244","LAS","001","2.0","2.0","Academic and Professional Speaking Skills III","C","","N","14:00","15:20","MW","0","","","THH209",NA,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10139","ALI-244","LAS","001","2.0","2.0","Academic and Professional Speaking Skills III","C","","N","12:00","13:20","MW","0","","","DMC107",NA,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10140","ALI-244","LAS","001","2.0","2.0","Academic and Professional Speaking Skills III","C","","Y","17:00","18:20","TH","0","","","DMC202",NA,"Required for international students whose oral skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10144","ALI-245","LAS","001","2.0","2.0","Academic and Professional Writing III","C","","N","08:00","09:20","TH","0","","","",NA,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10145","ALI-245","LAS","001","2.0","2.0","Academic and Professional Writing III","C","","N","09:30","10:50","TH","0","","","",NA,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10146","ALI-245","LAS","001","2.0","2.0","Academic and Professional Writing III","C","","Y","11:00","12:20","TH","0","","","DMC103",NA,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10147","ALI-245","LAS","001","2.0","2.0","Academic and Professional Writing III","C","","Y","12:30","13:50","TH","0","","","DMC104",NA,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10148","ALI-245","LAS","001","2.0","2.0","Academic and Professional Writing III","C","","N","10:00","11:20","MW","0","","","",NA,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10149","ALI-245","LAS","001","2.0","2.0","Academic and Professional Writing III","C","","N","14:00","15:20","MW","0","","","",NA,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10150","ALI-245","LAS","001","2.0","2.0","Academic and Professional Writing III","C","","Y","15:30","16:50","MW","0","","","DMC107",NA,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10151","ALI-245","LAS","001","2.0","2.0","Academic and Professional Writing III","C","","N","15:30","16:50","TH","0","","","THH115",NA,"Required for international students whose writing skills are assessed to be at the high intermediate level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10153","ALI-246","LAS","001","3.0","3.0","Intermediate Oral Communication for ITAs","C","","Y","10:00","11:50","TH","0","","","DMC153",NA,"Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","","ALI","20263"
"10154","ALI-246","LAS","001","3.0","3.0","Intermediate Oral Communication for ITAs","C","N","Y","14:00","15:50","TH","0","","","WPH204",NA,"Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","","ALI","20263"
"10155","ALI-246","LAS","001","3.0","3.0","Intermediate Oral Communication for ITAs","C","","N","10:00","11:50","MW","0","","","",NA,"Required for international teaching assistants (ITAs) whose oral skills are assessed to be at the intermediate level by the ITA Exam or previous ALI course. Graded CR/NC.","","ALI","20263"
"10156","ALI-252","LASH","001","2.0","2.0","Advanced Pronunciation","C","","Y","09:30","10:50","TH","0","","","SOSB43",NA,"Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10157","ALI-252","LASH","001","2.0","2.0","Advanced Pronunciation","C","","Y","15:30","16:50","TH","0","","","GFS228",NA,"Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10158","ALI-252","LASH","001","2.0","2.0","Advanced Pronunciation","C","","N","14:00","15:20","TH","0","","","SOSB38",NA,"Required for international students whose pronunciation skills are assessed at the advanced level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10160","ALI-254","LAS","001","2.0","2.0","Academic and Professional Speaking Skills IV","C","","N","11:00","12:20","TH","0","","","WPH400",NA,"Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
"10161","ALI-254","LAS","001","2.0","2.0","Academic and Professional Speaking Skills IV","C","","N","15:30","16:50","TH","0","","","THH203",NA,"Required for international students whose oral skills are assessed to be at the advanced level by the International Student English Examination (ISE) or previous ALI course.","","ALI","20263"
